UT (Unique WOS ID),Publication Year,topic_bertopic,topic_lda,topic_nmf,topic_kmeans
WOS:001167068000001,2024,13,52,78,0
WOS:000590270000064,2020,-1,52,66,62
WOS:000617779700001,2021,-1,38,50,71
WOS:000795163100077,2022,38,77,57,54
WOS:001036276800001,2023,52,38,72,19
WOS:000788836500017,2022,-1,52,71,62
WOS:001349368600001,2024,-1,23,69,0
WOS:000787891100008,2022,19,38,4,74
WOS:000630100900070,2021,68,38,73,44
WOS:000545363200001,2022,4,77,3,46
WOS:000609882100004,2021,83,38,73,11
WOS:001046476400001,2023,73,38,74,65
WOS:001144864000001,2024,17,52,26,78
WOS:000965493300001,2023,96,52,54,20
WOS:000707715800014,2021,1,38,4,77
WOS:001503033200001,2025,70,52,64,28
WOS:000740323500010,2022,55,52,76,28
WOS:001469966000010,2025,18,38,78,59
WOS:001331750500001,2024,1,38,4,74
WOS:000807215500004,2022,52,77,72,51
WOS:001073682300002,2023,44,38,61,15
WOS:000830298600011,2022,18,52,4,59
WOS:001293583700003,2024,63,52,19,49
WOS:000844776300006,2020,51,77,74,51
WOS:001048364500001,2023,79,52,67,29
WOS:000512942200001,2020,66,52,76,58
WOS:000910864800029,2022,31,38,56,71
WOS:001235508300001,2024,-1,23,39,25
WOS:000544763800001,2021,50,23,69,42
WOS:001082652800001,2024,27,52,45,70
WOS:000643709100007,2021,0,23,8,45
WOS:000685806400001,2022,61,52,59,79
WOS:000837112500008,2022,10,23,22,9
WOS:000903628300001,2023,12,77,5,36
WOS:000625873500006,2021,21,52,18,72
WOS:001229052800001,2024,8,77,65,55
WOS:000758078500001,2022,18,52,64,59
WOS:000597312300011,2020,73,38,66,15
WOS:000642595600058,2021,56,38,74,71
WOS:000656012000001,2022,22,52,72,19
WOS:000984919900067,2023,60,23,69,73
WOS:001347085300001,2024,74,23,13,18
WOS:001614398500001,2025,-1,52,78,62
WOS:000545557800001,2020,6,52,79,23
WOS:000588004200125,2020,-1,52,48,16
WOS:001526912000006,2025,52,52,72,19
WOS:000766465100002,2022,-1,52,6,56
WOS:001441837200001,2025,0,23,56,45
WOS:001079057300005,2023,40,52,55,40
WOS:000836543300001,2023,12,52,28,79
WOS:001399470000001,2023,18,52,6,59
WOS:000802990100005,2022,-1,52,28,79
WOS:000837502900003,2023,78,52,38,62
WOS:000629256700009,2020,5,77,55,1
WOS:000533939400001,2022,52,52,72,19
WOS:001034218500001,2023,3,52,74,4
WOS:000830741900001,2023,30,52,19,24
WOS:000545280900001,2021,4,38,3,17
WOS:001240826500003,2024,3,38,73,6
WOS:000842019300003,2023,17,52,72,78
WOS:000571503200002,2020,11,23,13,18
WOS:001522060800008,2025,44,77,78,15
WOS:000588713200003,2020,0,23,8,5
WOS:000892877200001,2022,41,52,54,62
WOS:001586605800012,2025,23,52,79,7
WOS:001129471600001,2024,2,52,64,50
WOS:000677530000004,2021,67,52,54,14
WOS:000571543500031,2020,51,77,62,60
WOS:001203153900001,2024,21,52,47,72
WOS:000730849700001,2023,6,52,43,37
WOS:000953863500001,2023,17,38,26,78
WOS:001346904100001,2025,4,38,3,46
WOS:000830177700001,2022,-1,38,51,67
WOS:000701796500046,2022,46,52,27,38
WOS:001048826400001,2023,30,38,69,0
WOS:001433917800041,2024,-1,52,71,0
WOS:001137325700001,2023,13,77,74,15
WOS:000687499400001,2021,10,23,73,9
WOS:000992349800001,2024,17,52,26,78
WOS:000763347500001,2022,62,52,45,70
WOS:001277540300048,2024,32,77,25,14
WOS:001090552500001,2023,23,78,34,76
WOS:000685846800006,2021,-1,38,69,53
WOS:001022465800001,2023,46,52,61,38
WOS:001438303000001,2025,17,52,26,78
WOS:000542035200024,2020,11,23,13,18
WOS:000811977800001,2023,94,52,49,0
WOS:000577369000017,2020,52,52,72,19
WOS:000945746800033,2023,5,77,15,1
WOS:001641334500001,2025,17,52,72,78
WOS:000561756900062,2020,28,23,59,57
WOS:000539730000012,2020,-1,52,69,56
WOS:001581054000001,2025,46,52,27,38
WOS:001356627900001,2024,27,38,55,75
WOS:001346332100001,2025,19,38,4,74
WOS:001429920700001,2026,-1,38,73,35
WOS:000713011200001,2021,-1,77,74,61
WOS:001131702800064,2023,-1,23,58,5
WOS:001577134200001,2025,1,52,4,77
WOS:001170787700001,2024,42,52,28,79
WOS:001507268000001,2025,-1,77,3,17
WOS:001449400800001,2025,14,52,71,39
WOS:000537894900001,2021,13,38,72,15
WOS:001566203400001,2025,56,52,70,71
WOS:000884327700001,2022,11,23,13,18
WOS:001525523200001,2024,23,52,34,76
WOS:001587910900001,2025,-1,38,3,46
WOS:001187212700004,2024,55,52,19,40
WOS:000755920300001,2022,54,38,75,77
WOS:001612367000001,2025,11,52,13,18
WOS:000864304600001,2022,10,23,22,9
WOS:001582127300001,2025,-1,52,73,62
WOS:001537895000001,2025,54,38,75,22
WOS:000933624800001,2024,12,38,3,46
WOS:001573548200001,2026,23,52,45,7
WOS:001246153000030,2024,-1,38,69,53
WOS:000793053700001,2023,1,52,4,77
WOS:001087879300001,2024,61,52,72,48
WOS:000713718700014,2021,69,77,37,14
WOS:001007751600001,2023,102,52,71,0
WOS:001143695000001,2024,12,38,5,36
WOS:001557842100001,2025,21,52,4,63
WOS:000740596600001,2022,5,38,15,1
WOS:000635290400001,2021,84,78,47,26
WOS:000684670100001,2021,44,38,61,15
WOS:001302523100001,2024,13,38,51,25
WOS:001154197100001,2024,58,52,39,39
WOS:000622346200005,2021,52,52,72,19
WOS:000539730000022,2020,-1,52,3,17
WOS:001480329300001,2025,-1,77,73,65
WOS:000685846800029,2021,11,23,13,18
WOS:000629933500001,2021,77,38,73,6
WOS:001525159600001,2025,0,23,59,73
WOS:001288263200003,2024,42,52,71,79
WOS:000744167600004,2021,76,77,67,55
WOS:000518348900001,2021,6,52,54,37
WOS:000940337500001,2023,83,52,4,43
WOS:000757173200001,2022,8,77,2,55
WOS:000690315200001,2023,1,38,4,43
WOS:000661403000007,2021,84,38,47,26
WOS:001113539400001,2024,29,52,68,7
WOS:000820119800005,2022,11,23,60,18
WOS:001490115800001,2025,23,52,59,7
WOS:000783766700001,2022,33,52,48,16
WOS:001078758900001,2023,54,38,75,6
WOS:001129335700001,2023,-1,52,59,72
WOS:001204131800001,2025,45,38,77,33
WOS:001258895800001,2024,-1,52,56,59
WOS:000718726300001,2021,2,52,64,50
WOS:000732956500015,2022,-1,38,71,53
WOS:001605960300018,2025,42,52,28,79
WOS:000508874400084,2020,1,52,68,47
WOS:000752488600002,2021,66,38,33,35
WOS:000922074300075,2022,-1,77,49,15
WOS:000571543500015,2020,73,52,54,20
WOS:000944676300001,2023,-1,52,11,71
WOS:000598094100011,2020,4,77,3,46
WOS:001580354300001,2025,-1,52,77,65
WOS:000594214600005,2020,2,52,6,22
WOS:001114837600001,2024,32,4,73,14
WOS:000740013200001,2022,4,38,3,35
WOS:000531232200001,2020,99,52,70,49
WOS:001641845000001,2025,30,52,71,24
WOS:001304582900001,2025,55,52,68,28
WOS:001291300700001,2024,11,23,13,18
WOS:001511925100001,2025,31,52,19,67
WOS:001459469800001,2025,68,52,55,22
WOS:001629684500001,2026,78,52,38,19
WOS:000596322300010,2020,26,52,41,8
WOS:001437560400001,2025,30,52,56,24
WOS:000543712700008,2020,63,52,40,49
WOS:001561316400001,2025,6,52,43,56
WOS:001344458800001,2024,13,38,64,53
WOS:000600674200032,2021,2,23,59,25
WOS:001528461900007,2025,53,38,61,53
WOS:001059562900001,2023,66,38,64,58
WOS:001521030100001,2025,13,23,76,53
WOS:000773573600001,2022,13,23,68,37
WOS:000702921700006,2021,-1,23,22,9
WOS:001003964700001,2023,74,38,20,37
WOS:000557804600001,2020,94,52,54,20
WOS:001010730500001,2024,-1,52,19,24
WOS:000802911700006,2022,42,52,28,79
WOS:000670566700001,2021,30,52,4,0
WOS:001587455900001,2026,-1,77,1,44
WOS:001098050100011,2023,-1,52,18,72
WOS:001220612800001,2024,25,52,72,40
WOS:001604227000001,2025,19,38,4,74
WOS:001079201600002,2025,65,52,64,28
WOS:001265195000017,2024,95,52,50,0
WOS:000798167300003,2022,96,52,67,62
WOS:001080767200003,2023,33,77,58,12
WOS:000738465100001,2021,12,52,5,36
WOS:001215531300001,2024,25,52,58,12
WOS:000651466100004,2021,18,52,68,59
WOS:001205477900001,2024,14,52,71,62
WOS:000506578200011,2020,18,52,68,59
WOS:001441271400001,2025,17,52,26,27
WOS:001472468100001,2025,5,77,59,1
WOS:001392528200001,2024,58,52,54,25
WOS:001205931200006,2024,31,52,5,67
WOS:001002849500001,2023,-1,52,54,24
WOS:000517908900001,2021,78,52,38,62
WOS:001435471300001,2025,41,52,54,20
WOS:001217786800001,2024,31,52,27,67
WOS:001648991500001,2025,-1,52,68,42
WOS:001098050100005,2023,21,52,18,72
WOS:000624571000023,2021,13,38,51,65
WOS:001421526500001,2025,13,38,3,29
WOS:000685302000005,2021,2,38,6,22
WOS:001390727300001,2025,41,52,54,20
WOS:000565451600001,2021,-1,38,3,44
WOS:001327326500001,2024,-1,52,59,62
WOS:001521374300008,2025,-1,77,20,56
WOS:000605632200031,2020,45,38,77,33
WOS:000557288000001,2021,1,52,4,77
WOS:000533836700002,2020,-1,52,65,0
WOS:000942426100002,2023,-1,77,77,75
WOS:000702663300006,2021,35,52,66,50
WOS:001488644900001,2025,17,52,76,78
WOS:000504010400012,2020,11,23,13,18
WOS:000968474200007,2023,27,52,45,70
WOS:001006159500001,2024,-1,52,56,24
WOS:000761845000003,2022,-1,77,73,2
WOS:000556472300001,2020,-1,52,72,62
WOS:000672396400002,2021,45,38,78,33
WOS:000751456200001,2022,1,38,4,77
WOS:000809840500001,2022,7,38,77,68
WOS:001279278700001,2024,28,78,7,57
WOS:001484937300001,2025,65,23,69,59
WOS:001522891700005,2025,-1,52,49,59
WOS:000803129700003,2022,1,38,4,11
WOS:001167419100001,2024,17,52,26,78
WOS:000514685900001,2020,63,23,71,0
WOS:000662934100028,2021,8,77,63,15
WOS:000631385800001,2021,1,38,77,77
WOS:000874078600004,2022,21,52,76,72
WOS:001438373300001,2025,21,52,19,72
WOS:001205132700001,2024,18,23,10,59
WOS:001180834600001,2024,19,38,4,74
WOS:000543362000013,2020,104,38,58,65
WOS:001086671100001,2025,77,77,73,15
WOS:001137596700001,2024,52,52,72,19
WOS:001443790400001,2025,65,52,71,7
WOS:001160227700001,2024,-1,38,3,46
WOS:000749911900001,2022,92,23,59,73
WOS:001142835600001,2024,1,38,4,11
WOS:001543286600001,2025,55,52,19,62
WOS:001368287200018,2024,6,52,43,23
WOS:001530444000002,2025,54,38,75,22
WOS:001415838500010,2024,-1,38,61,6
WOS:000542381000002,2020,0,23,71,5
WOS:000588330300001,2020,0,23,61,0
WOS:000562318700001,2021,-1,52,5,41
WOS:000724090800004,2022,-1,52,76,53
WOS:000851071800001,2022,104,38,49,15
WOS:001008373000001,2023,-1,77,5,67
WOS:001012825500001,2023,1,38,4,77
WOS:001268671500001,2024,-1,52,0,62
WOS:001371746100001,2025,63,38,76,49
WOS:001126944300001,2024,12,52,5,36
WOS:001633476500001,2025,0,23,34,5
WOS:000989220300001,2023,17,52,55,79
WOS:000802667500001,2022,-1,52,61,62
WOS:001441554400001,2025,3,77,74,30
WOS:000642595600080,2021,86,52,48,16
WOS:001398769700011,2024,-1,52,66,0
WOS:000884473100004,2022,44,77,61,15
WOS:001426545400001,2025,60,23,69,25
WOS:001435432300001,2025,53,38,60,53
WOS:001570454500001,2026,40,52,19,62
WOS:000779219500002,2023,52,52,72,19
WOS:000706036100001,2022,-1,52,56,16
WOS:001316381900001,2024,28,23,7,57
WOS:000569362200008,2020,46,52,71,38
WOS:000946683500001,2023,39,38,70,37
WOS:000764976900001,2022,9,77,53,3
WOS:001162475000001,2024,62,52,43,24
WOS:000703863900010,2021,1,38,4,65
WOS:000791415600027,2022,67,38,49,79
WOS:000798782200001,2023,55,52,61,62
WOS:001286647500012,2022,14,52,71,0
WOS:001362322400001,2024,101,38,9,56
WOS:001525137200001,2025,29,52,34,7
WOS:001280920300001,2024,67,52,43,23
WOS:001391060900001,2025,53,38,73,53
WOS:001249574600001,2024,67,23,39,25
WOS:001175517100004,2024,7,77,73,68
WOS:000790093400001,2023,68,52,52,22
WOS:001348376100001,2024,32,52,79,14
WOS:001126437900001,2024,19,52,66,29
WOS:000798074200010,2022,14,52,71,62
WOS:000628154700001,2021,2,77,73,22
WOS:000976100100001,2023,-1,52,78,0
WOS:000917952700014,2022,-1,77,55,75
WOS:001288263200007,2024,52,52,72,19
WOS:001216152000001,2024,27,52,45,70
WOS:000793767900010,2022,19,77,73,29
WOS:001085844600001,2024,1,38,76,11
WOS:001256047800001,2024,74,23,13,31
WOS:000984935100013,2023,30,52,19,24
WOS:000686279600001,2022,-1,52,50,0
WOS:000764835900001,2022,40,52,47,26
WOS:000582583900006,2020,2,77,52,22
WOS:000893737000001,2022,7,38,24,39
WOS:001337907700001,2024,104,38,61,15
WOS:001533697900017,2024,-1,52,71,0
WOS:000618558900024,2021,41,52,54,20
WOS:000600694200007,2021,0,23,59,45
WOS:001074057500001,2024,-1,77,3,17
WOS:001437394300001,2025,1,38,78,11
WOS:001035316500005,2023,41,38,78,20
WOS:000779951700001,2023,3,77,67,60
WOS:000961720000001,2023,78,52,38,62
WOS:001364714500001,2024,66,52,76,58
WOS:001555418000001,2025,6,52,73,23
WOS:000975039800001,2023,60,38,73,53
WOS:000710797700001,2022,6,52,43,23
WOS:001533574100001,2025,72,52,11,71
WOS:001331793300001,2025,-1,38,69,53
WOS:001437285700002,2025,-1,52,67,0
WOS:001389312200007,2025,50,52,4,72
WOS:000533087600001,2021,78,52,38,62
WOS:001612208500025,2024,12,77,5,36
WOS:000673292300001,2021,5,77,64,1
WOS:000892027900239,2022,32,52,25,14
WOS:001260150800001,2024,55,52,72,62
WOS:000720194200001,2022,2,52,72,22
WOS:001314289900001,2024,74,23,20,37
WOS:001019565500001,2023,6,52,77,33
WOS:001425285400021,2025,92,23,59,73
WOS:001094912400004,2023,101,52,28,79
WOS:000928820100001,2023,-1,52,4,40
WOS:000873757000001,2022,-1,38,62,68
WOS:000962784800001,2023,27,38,61,70
WOS:001240329300001,2024,87,77,5,59
WOS:001108396700001,2023,68,52,20,37
WOS:000522627200009,2020,57,52,42,28
WOS:001308966600001,2024,64,77,53,3
WOS:000707715800012,2021,-1,52,74,62
WOS:000600575100030,2021,1,38,4,11
WOS:001366657700001,2025,16,38,62,58
WOS:001375971900001,2025,-1,52,50,0
WOS:001648751200002,2025,13,78,7,76
WOS:001043089300001,2023,39,52,76,56
WOS:001449959400001,2025,78,52,38,62
WOS:000837048100002,2022,-1,52,9,62
WOS:001218533800001,2024,-1,52,18,72
WOS:000928882000001,2023,67,52,28,79
WOS:001059491000025,2020,0,23,13,5
WOS:000724484500002,2021,40,52,16,40
WOS:001229999400001,2024,46,38,27,38
WOS:000510704700001,2020,42,23,59,73
WOS:000886087200006,2022,84,52,47,26
WOS:000541036100066,2020,1,52,68,47
WOS:001586034400001,2026,53,38,60,53
WOS:001586139000016,2025,89,52,62,62
WOS:000695725300001,2021,26,52,41,8
WOS:000761346000001,2023,-1,15,5,67
WOS:000980781900001,2024,99,52,70,49
WOS:000714984300001,2022,6,52,43,56
WOS:001479299500001,2025,10,23,22,9
WOS:000790115800001,2022,63,52,74,49
WOS:000525007800001,2020,57,38,42,40
WOS:001134084700001,2024,16,52,73,58
WOS:001427309600001,2025,41,52,78,20
WOS:001138290200001,2024,0,23,59,73
WOS:000689228200003,2021,-1,52,49,62
WOS:000865999500010,2022,21,52,18,72
WOS:000893999000001,2022,-1,52,3,62
WOS:001439899400002,2025,10,52,22,9
WOS:001594662100001,2026,63,52,61,49
WOS:001512242100001,2025,101,38,73,53
WOS:000587718600009,2020,8,77,67,55
WOS:000646116200005,2020,101,52,74,56
WOS:000787899400007,2022,30,52,19,24
WOS:000850609000001,2024,33,52,48,59
WOS:001136586900001,2024,2,52,52,50
WOS:001469639900009,2025,6,52,43,23
WOS:001439710900003,2025,60,38,78,53
WOS:001087111900001,2023,2,52,52,50
WOS:001223987800001,2024,82,52,56,79
WOS:001492899600003,2025,24,77,35,52
WOS:001317998000001,2024,23,78,56,76
WOS:001457295400001,2025,96,52,76,24
WOS:001294662600001,2024,0,23,59,45
WOS:000789211700022,2022,86,38,5,67
WOS:001631138800001,2025,36,38,31,10
WOS:001014234700001,2023,-1,52,76,62
WOS:001522522300001,2025,17,52,26,78
WOS:001425139100016,2025,52,52,72,19
WOS:000543377300001,2020,6,52,67,23
WOS:001347250400001,2024,0,23,22,5
WOS:000885139000065,2022,74,23,20,37
WOS:000675666100001,2022,66,52,61,0
WOS:001336209100003,2024,-1,52,52,16
WOS:000798508200001,2022,59,38,3,17
WOS:000697711300004,2021,28,52,73,57
WOS:001160675000003,2024,60,38,69,53
WOS:001471192800039,2025,-1,52,76,62
WOS:000885748000001,2023,68,38,20,64
WOS:000974724700002,2023,-1,38,28,79
WOS:000643551800001,2021,85,38,73,35
WOS:000644431100007,2021,32,52,25,14
WOS:001466473600010,2025,60,38,69,53
WOS:000877846100001,2023,75,52,51,38
WOS:000606524000034,2021,16,38,60,3
WOS:000874079100005,2022,61,38,46,48
WOS:001263646600001,2024,40,52,6,40
WOS:000787173100001,2023,-1,77,67,55
WOS:001612088000007,2025,68,52,19,24
WOS:000598810700001,2022,-1,52,19,56
WOS:001366651800001,2025,30,52,73,24
WOS:001471732500001,2025,-1,77,61,32
WOS:000616467400001,2022,27,38,77,33
WOS:001348649000001,2024,13,52,66,71
WOS:001342508600001,2024,90,23,76,45
WOS:000861180500009,2022,16,38,51,58
WOS:000556111800001,2021,72,52,74,71
WOS:001588721600001,2025,23,23,34,7
WOS:000753603700001,2022,69,77,37,61
WOS:000954594500001,2023,10,52,22,9
WOS:001537895000003,2025,-1,77,74,2
WOS:000571543500029,2020,1,38,4,77
WOS:000581124500013,2020,40,38,16,40
WOS:001209239300001,2024,-1,52,60,62
WOS:001390116400024,2025,84,52,47,26
WOS:001426988400001,2025,25,78,68,57
WOS:001114763800025,2021,58,52,39,25
WOS:000739740100001,2022,48,52,52,22
WOS:000550987100002,2020,60,38,69,53
WOS:001508121600001,2026,46,52,71,38
WOS:001366821200001,2025,23,52,34,7
WOS:000515689900002,2020,11,52,73,0
WOS:001461442000001,2025,6,52,76,23
WOS:000640722300001,2022,62,52,38,62
WOS:000789439600001,2023,47,77,74,52
WOS:001399938700001,2025,-1,52,30,62
WOS:001249385300001,2024,0,23,7,26
WOS:001150641000001,2024,27,23,22,64
WOS:000618890700018,2021,-1,52,67,65
WOS:001060688600001,2023,50,38,61,42
WOS:000649141700001,2021,60,23,69,53
WOS:000508560300001,2020,45,52,64,65
WOS:001467644600001,2025,0,23,79,5
WOS:000535510400004,2020,102,52,50,20
WOS:000931896300002,2023,58,23,39,25
WOS:000781657000001,2022,33,52,48,16
WOS:000726423500001,2022,-1,77,63,30
WOS:001149782000001,2023,6,52,43,23
WOS:000609404500001,2021,73,52,61,42
WOS:001400336700001,2025,-1,52,56,62
WOS:001399347100001,2025,46,38,27,38
WOS:000543198100001,2020,28,78,7,76
WOS:000720619300004,2023,2,52,6,63
WOS:000631322100003,2023,-1,52,9,62
WOS:001549680500001,2025,49,52,73,37
WOS:001016865300001,2023,55,52,71,62
WOS:000770435200008,2022,19,38,60,29
WOS:001021447400013,2023,12,52,74,36
WOS:000675484200020,2021,6,52,6,23
WOS:001511704500001,2025,60,23,69,53
WOS:000636442100005,2021,47,52,40,49
WOS:001540624900006,2025,21,52,71,72
WOS:001063876800001,2024,9,77,53,3
WOS:000658217500016,2021,25,38,58,12
WOS:000509438000011,2020,0,23,13,31
WOS:001497657600003,2025,14,52,71,62
WOS:001521636500002,2025,34,77,1,71
WOS:000767752200001,2022,-1,52,59,0
WOS:000509208700001,2020,9,38,74,3
WOS:000710138100002,2021,51,77,74,21
WOS:000554426700001,2021,1,38,70,77
WOS:001187553300007,2023,12,38,5,41
WOS:001007345200001,2023,103,38,74,35
WOS:000707715800029,2021,7,77,62,68
WOS:001416153800010,2024,-1,77,3,17
WOS:001369753100001,2025,55,52,60,53
WOS:000611445700002,2021,-1,52,64,28
WOS:000559111900001,2020,34,38,73,2
WOS:000738849500013,2022,4,77,3,17
WOS:001466185200001,2025,-1,38,78,59
WOS:000677477100030,2021,92,52,59,73
WOS:000599280400001,2020,58,38,61,53
WOS:000544849300001,2021,4,52,3,46
WOS:001629148200005,2026,-1,77,62,65
WOS:001529932800003,2025,46,52,27,38
WOS:000990460200002,2023,1,38,4,77
WOS:001172394800001,2024,78,52,38,39
WOS:001525599500001,2025,69,77,37,61
WOS:000497528700006,2020,69,77,49,15
WOS:001297106200001,2024,13,38,51,15
WOS:000807712300002,2022,75,38,77,56
WOS:001350415000001,2025,56,52,61,71
WOS:000563366400001,2020,13,78,7,26
WOS:000635975800004,2021,-1,52,30,62
WOS:001262406300001,2024,52,52,72,19
WOS:001258536600004,2024,38,77,57,54
WOS:001074364500001,2023,6,52,43,62
WOS:001518967300001,2025,13,23,59,73
WOS:000630227200009,2021,54,38,75,36
WOS:001447885700001,2025,58,23,39,25
WOS:000582506100012,2020,-1,78,54,26
WOS:001444675600001,2026,71,38,61,71
WOS:000605370300068,2020,-1,77,41,8
WOS:000925390000001,2023,11,23,13,18
WOS:001138624800001,2023,-1,38,69,65
WOS:001595582700001,2025,3,38,55,4
WOS:000663081800007,2021,0,23,12,5
WOS:000749189700001,2022,2,52,6,22
WOS:001489384900001,2025,51,77,60,32
WOS:000590356400001,2021,3,52,14,4
WOS:000760242500013,2022,30,52,19,24
WOS:000670300300002,2021,11,23,13,18
WOS:000621425700008,2021,29,52,68,47
WOS:000885225100001,2023,19,38,70,29
WOS:000605954700001,2021,67,52,79,24
WOS:000664031800017,2021,65,52,64,59
WOS:001434287000001,2025,17,52,45,78
WOS:001444828900001,2025,89,38,29,29
WOS:000574913300014,2020,-1,38,49,58
WOS:000627176100001,2021,9,77,53,60
WOS:001613717300001,2025,45,77,67,55
WOS:000898930400001,2023,80,38,1,68
WOS:000864333900001,2023,-1,52,51,56
WOS:001622143300001,2026,86,52,36,42
WOS:001440822000001,2025,44,38,61,38
WOS:001021345000004,2023,25,52,58,12
WOS:000630887100001,2022,78,52,38,19
WOS:001036270300001,2023,53,38,56,53
WOS:000614213000001,2021,53,38,61,53
WOS:000808993800001,2022,82,52,3,46
WOS:001229370100001,2024,46,38,27,38
WOS:000556111600001,2021,41,52,54,20
WOS:000806811500001,2022,50,52,3,42
WOS:001158451200004,2024,31,38,76,67
WOS:000536959700021,2020,12,38,73,36
WOS:001287291200001,2024,16,23,8,58
WOS:000818736200006,2022,-1,38,61,48
WOS:000806081600001,2022,44,38,61,15
WOS:000537706800006,2020,77,38,58,6
WOS:001525643400001,2025,12,38,5,36
WOS:000683158300004,2021,-1,38,26,41
WOS:000660344300001,2022,1,38,4,77
WOS:001620294100001,2026,-1,77,37,21
WOS:001056751200024,2023,68,38,73,37
WOS:000743391500021,2022,-1,52,48,65
WOS:000524423700001,2022,80,38,1,71
WOS:001420032200001,2025,80,77,64,2
WOS:001476734700001,2025,-1,52,6,22
WOS:000537594700001,2021,0,23,71,45
WOS:001049804500001,2024,79,38,29,29
WOS:000795829200001,2022,-1,52,25,14
WOS:001543223900001,2025,42,52,28,79
WOS:000785637100001,2023,11,23,13,18
WOS:000890549700001,2023,-1,52,74,62
WOS:000772091800009,2022,50,52,79,40
WOS:001165416900001,2024,82,52,64,50
WOS:000710602600002,2022,92,23,59,73
WOS:001369832700001,2025,4,77,3,46
WOS:001205279500004,2021,27,38,45,70
WOS:000602910400001,2021,26,52,56,8
WOS:001370410800001,2024,104,38,64,28
WOS:000578327700001,2020,-1,23,76,26
WOS:001177108700001,2024,21,52,64,72
WOS:000774960500007,2022,19,38,4,74
WOS:000617328800004,2020,8,77,65,21
WOS:000726764400007,2021,-1,52,47,26
WOS:000536515500005,2020,72,52,40,49
WOS:001299404000001,2024,16,77,77,58
WOS:001444965200001,2025,61,77,46,48
WOS:000754682600001,2022,2,52,6,22
WOS:001044872100012,2023,12,23,59,25
WOS:001456498100001,2025,1,38,4,77
WOS:001201641300001,2024,11,23,4,18
WOS:000560025800001,2021,-1,23,69,53
WOS:000730736200008,2022,11,52,13,18
WOS:000748514500001,2022,6,52,43,23
WOS:000723170500001,2022,1,52,4,77
WOS:001237560000001,2024,77,38,32,6
WOS:001563311000001,2025,4,38,3,46
WOS:001448366600001,2025,27,38,45,11
WOS:000985268600001,2023,23,52,34,7
WOS:000704268100001,2022,18,52,52,22
WOS:001279457900003,2024,5,38,4,11
WOS:000902515200001,2022,61,52,46,48
WOS:000863854000008,2022,-1,38,72,71
WOS:000707663300009,2021,-1,52,54,62
WOS:000627531000001,2021,50,52,69,42
WOS:000761194000001,2022,1,23,4,31
WOS:001650351400002,2025,62,52,64,56
WOS:001287657100001,2024,6,77,43,23
WOS:000783998200001,2022,65,52,47,26
WOS:000647252700001,2021,-1,52,28,79
WOS:000957229400001,2023,14,52,71,0
WOS:000707764100005,2022,26,38,76,8
WOS:000851303900001,2023,13,52,76,16
WOS:000563701900001,2021,79,52,65,0
WOS:001333266300001,2024,78,52,38,62
WOS:001434996900004,2025,32,52,25,14
WOS:001578010100001,2025,-1,52,28,79
WOS:001101730400001,2023,56,77,67,51
WOS:000624571000030,2021,14,77,71,51
WOS:000571543500026,2020,1,38,4,11
WOS:001025627600001,2023,94,52,78,0
WOS:001198478600007,2024,60,23,69,53
WOS:001011637500001,2023,17,52,26,41
WOS:000578005900004,2020,14,38,71,77
WOS:001575188600001,2026,-1,52,78,0
WOS:001079104100001,2024,-1,52,32,59
WOS:001397741800001,2025,82,52,56,22
WOS:001263764600001,2024,-1,52,71,29
WOS:001300493000001,2024,-1,38,60,29
WOS:001021329800001,2023,10,23,22,9
WOS:001374080300001,2025,52,52,72,19
WOS:000940175200001,2023,82,52,6,22
WOS:000670433200004,2021,21,52,18,72
WOS:001605801500003,2025,4,52,3,46
WOS:000709523900001,2022,56,38,73,29
WOS:000640645300006,2021,55,52,6,28
WOS:000987947200001,2023,14,52,71,62
WOS:000567707100001,2020,16,52,6,22
WOS:000775787100001,2023,97,52,74,62
WOS:000548711600001,2020,29,52,68,47
WOS:000688899300001,2021,72,23,59,73
WOS:001651171500004,2025,-1,38,61,62
WOS:001036333300001,2023,-1,52,56,26
WOS:000905573400009,2022,60,38,69,53
WOS:001544966100004,2025,63,52,61,49
WOS:001264175800009,2024,-1,52,47,62
WOS:001591867300007,2025,2,52,69,22
WOS:000711976200015,2022,26,23,41,8
WOS:001368074000001,2024,69,77,78,71
WOS:000787280800001,2023,7,38,61,68
WOS:001288635600013,2023,8,77,77,51
WOS:001439927600001,2025,53,38,64,53
WOS:000756713200010,2021,11,23,59,18
WOS:001577201000001,2025,13,23,22,9
WOS:001177688300001,2024,-1,52,8,59
WOS:000838266400001,2023,30,52,19,24
WOS:001661979800001,2025,23,52,64,7
WOS:000687321300039,2021,19,38,70,29
WOS:001052275700001,2023,23,23,39,25
WOS:000871271500001,2022,38,77,57,54
WOS:001613768400001,2025,40,52,60,62
WOS:000625445400001,2021,62,52,45,65
WOS:001634502800001,2025,17,52,13,27
WOS:000641103800001,2022,-1,52,55,0
WOS:000830513200004,2022,30,52,76,24
WOS:000555055000001,2020,11,23,13,18
WOS:000527967300001,2020,40,52,9,40
WOS:000781329500008,2022,27,52,45,70
WOS:001216187600024,2024,63,52,40,49
WOS:000755008300001,2022,-1,77,2,10
WOS:001417599300001,2023,1,38,4,64
WOS:000503085600011,2020,104,38,69,53
WOS:000775931400013,2022,-1,52,73,0
WOS:001415633400001,2025,37,52,46,48
