UT (Unique WOS ID),Publication Year,topic_bertopic,topic_lda,topic_nmf,topic_kmeans
WOS:001615551800001,2025,15,38,63,66
WOS:001597869300001,2025,9,77,65,55
WOS:001408356700001,2025,69,77,37,21
WOS:001032409100001,2023,85,77,73,6
WOS:001532102000001,2025,45,38,77,33
WOS:000994461800005,2023,12,38,77,15
WOS:001382369500001,2025,36,77,72,10
WOS:001020787200001,2023,-1,77,21,51
WOS:000982726000001,2023,45,38,77,33
WOS:000830332500004,2022,-1,77,76,4
WOS:000770405100001,2022,24,77,35,52
WOS:000696288200073,2021,6,52,43,23
WOS:000713721200017,2021,-1,77,67,55
WOS:001616234300001,2025,62,38,61,35
WOS:001613458900001,2025,-1,38,66,53
WOS:000923554300012,2022,3,77,67,30
WOS:000687321300037,2021,9,77,53,3
WOS:001085223600004,2023,34,77,63,51
WOS:000558738800001,2022,4,38,3,46
WOS:000849525400001,2023,12,52,5,36
WOS:001599420700002,2025,9,77,62,3
WOS:001205201700001,2024,-1,77,64,61
WOS:000649691000001,2021,86,77,36,51
WOS:000648447400049,2021,-1,77,77,21
WOS:001642297500001,2025,-1,38,41,56
WOS:000956391400001,2023,-1,38,28,79
WOS:001378130700007,2023,39,77,67,10
WOS:000851327200001,2022,2,38,77,22
WOS:000607403300005,2021,1,38,4,11
WOS:000733336300001,2022,21,52,78,72
WOS:000561986300030,2020,-1,52,73,4
WOS:001157687300001,2024,40,38,6,40
WOS:001301933200001,2024,-1,77,21,51
WOS:000878908700001,2024,12,38,5,36
WOS:001368260700003,2024,3,38,69,60
WOS:001003609200044,2023,1,38,4,11
WOS:000953050400001,2024,57,38,65,33
WOS:000937240600007,2022,2,38,6,22
WOS:001609859900001,2025,6,52,43,72
WOS:000554301100001,2020,29,23,68,47
WOS:001532865100001,2025,57,77,42,10
WOS:001300869800001,2026,16,38,74,35
WOS:000566727300010,2020,22,52,72,71
WOS:001184071600001,2024,3,77,62,60
WOS:001013474000001,2024,-1,38,73,22
WOS:001596972700001,2025,45,38,77,33
WOS:001247376800001,2024,-1,77,67,51
WOS:001631229900001,2025,2,38,70,63
WOS:000972066400001,2023,52,77,72,19
WOS:000532726300016,2020,-1,77,74,1
WOS:000521127500002,2020,88,52,56,22
WOS:001649287000001,2025,-1,52,52,4
WOS:001243044200001,2024,-1,77,78,32
WOS:000546955700010,2020,-1,38,64,28
WOS:001280664700002,2024,-1,77,72,51
WOS:000696346100015,2021,5,77,64,1
WOS:001360255900024,2024,-1,77,49,21
WOS:001178748400005,2024,35,77,66,13
WOS:001031409100001,2023,49,38,73,15
WOS:000871958200001,2023,-1,38,3,46
WOS:000734833300001,2023,50,52,53,42
WOS:000624011000001,2021,73,52,52,22
WOS:001613372100001,2026,93,52,79,40
WOS:001343064700001,2025,6,52,64,40
WOS:001124954700001,2022,3,77,62,60
WOS:000654822200001,2021,22,77,62,32
WOS:000571543500008,2020,3,38,53,60
WOS:001085898700001,2024,2,52,78,22
WOS:000625822100001,2021,54,52,75,41
WOS:001598617900001,2025,22,77,62,55
WOS:001260676400001,2024,-1,77,53,3
WOS:000961211400001,2023,3,77,71,71
WOS:000857862800002,2022,-1,77,53,3
WOS:000793562300006,2022,39,77,37,56
WOS:001363003500001,2024,46,52,27,38
WOS:001204918700001,2024,82,52,6,22
WOS:001447235300001,2024,76,77,78,65
WOS:001006162600001,2024,-1,52,10,59
WOS:000690601900001,2021,2,52,6,50
WOS:001450029400001,2025,-1,52,48,16
WOS:001187510400006,2024,29,23,68,9
WOS:000647773900001,2021,43,77,55,34
WOS:000639116900001,2021,25,52,58,23
WOS:001275206400004,2024,-1,77,67,55
WOS:001410089800001,2026,36,77,31,10
WOS:001099678200001,2024,-1,77,67,51
WOS:000898282200001,2023,10,23,22,53
WOS:000789432700011,2022,-1,77,63,21
WOS:000656228300001,2021,-1,52,74,60
WOS:001571285100001,2025,62,52,3,0
WOS:000564907700007,2020,32,52,79,14
WOS:000602928600007,2020,-1,77,49,21
WOS:001187114900001,2024,-1,77,53,3
WOS:000879510800003,2022,9,77,65,55
WOS:000713736700001,2022,57,77,42,55
WOS:000644244000006,2021,20,77,44,69
WOS:000591976300001,2022,-1,77,64,0
WOS:000672547800095,2020,3,77,60,60
WOS:001480376300001,2026,43,77,55,34
WOS:000919651300001,2023,19,52,71,29
WOS:000757224000001,2023,63,52,40,49
WOS:000608157700072,2021,41,38,54,20
WOS:001476421100001,2025,1,38,4,11
WOS:001584493200002,2025,86,38,36,65
WOS:001434210700001,2025,-1,77,53,3
WOS:001124975400003,2022,32,77,63,51
WOS:000741607200001,2023,45,38,77,33
WOS:000684569200009,2021,2,52,6,22
WOS:000618890700047,2021,-1,77,62,65
WOS:001066561200001,2023,4,77,73,17
WOS:000907773700001,2022,50,38,79,15
WOS:001003833600001,2024,-1,77,73,2
WOS:000637972400010,2020,20,77,44,69
WOS:000539070500001,2020,38,77,57,54
WOS:000532312600002,2020,70,77,74,55
WOS:001048143400004,2023,82,77,67,55
WOS:000768141400001,2022,69,77,60,65
WOS:001150692900001,2024,-1,77,67,55
WOS:001107557400008,2023,20,77,44,69
WOS:000857333700001,2023,-1,77,74,51
WOS:000721267700005,2021,20,77,44,69
WOS:000547593900001,2020,42,77,6,79
WOS:000588409900081,2020,98,77,64,65
WOS:001643875400025,2025,93,52,79,76
WOS:001476414600001,2025,47,77,1,2
WOS:000641234700003,2021,49,77,73,2
WOS:000539487900001,2020,24,77,65,52
WOS:000807874600009,2022,-1,77,67,55
WOS:000578456100001,2020,7,77,1,68
WOS:000559774000004,2020,38,77,57,54
WOS:001449224300001,2025,43,77,55,75
WOS:000827607200016,2022,21,77,67,72
WOS:001239007400001,2024,-1,23,6,22
WOS:000557498100001,2020,0,23,70,5
WOS:001054927300001,2023,13,23,51,0
WOS:000562810300007,2020,97,77,71,55
WOS:000697277000010,2021,28,23,7,57
WOS:000571451800001,2021,14,77,71,0
WOS:001142929600013,2023,57,77,71,55
WOS:000551718300001,2020,25,23,45,65
WOS:000884493100003,2023,0,23,60,45
WOS:001506868600001,2026,57,77,77,33
WOS:001443332300001,2025,-1,38,61,56
WOS:001317705900001,2025,60,38,69,29
WOS:000750963900001,2022,35,77,66,13
WOS:000750244100001,2023,37,77,74,48
WOS:000553682500003,2020,9,77,65,55
WOS:001397260500005,2025,63,52,43,37
WOS:001397799000178,2024,0,23,60,45
WOS:000692507200003,2021,10,23,22,9
WOS:001185254900003,2024,0,23,8,5
WOS:000697666100001,2021,37,52,66,56
WOS:001276650100001,2024,0,23,60,5
WOS:001238237900001,2024,27,52,45,70
WOS:000708489500003,2021,0,23,12,5
WOS:000514608400007,2020,0,23,69,45
WOS:001300194900001,2024,57,77,42,55
WOS:000738741000001,2022,32,77,25,14
WOS:000574505700013,2020,76,77,74,51
WOS:001566634100001,2025,0,23,64,45
WOS:000701823000015,2021,-1,77,67,55
WOS:000631043300001,2022,37,38,9,56
WOS:001445493000017,2025,0,23,59,45
WOS:000579499900005,2020,0,23,70,45
WOS:000811296700001,2022,14,52,71,18
WOS:001609354100001,2025,71,38,61,2
WOS:001267371700001,2024,5,77,45,1
WOS:001197967300001,2024,5,77,51,1
WOS:000850103500001,2024,57,77,42,3
WOS:001521926600001,2025,-1,77,65,32
WOS:001267725400001,2022,1,38,61,11
WOS:000674018800012,2021,18,38,65,59
WOS:000643442000001,2021,-1,38,69,53
WOS:000510865200028,2020,5,77,77,1
WOS:001164398400001,2024,5,77,77,1
WOS:000649344200001,2022,44,38,61,15
WOS:001599752300001,2026,83,77,4,59
WOS:000749864700001,2022,74,52,64,56
WOS:001163816400001,2024,2,52,6,50
WOS:001631579900001,2025,17,52,26,27
WOS:000673249600001,2021,-1,52,52,65
WOS:001533062700001,2025,5,38,15,1
WOS:001631259800001,2025,77,38,73,44
WOS:000615162100001,2021,8,77,2,21
WOS:000885155800001,2022,71,77,1,2
WOS:000968680200009,2022,-1,77,60,56
WOS:001321097000007,2024,94,77,67,65
WOS:001306725900001,2024,83,52,4,0
WOS:000917203700001,2023,83,38,69,53
WOS:000696485800001,2022,6,77,67,35
WOS:000551602600001,2022,1,38,4,43
WOS:001155320800001,2024,1,23,59,73
WOS:000765637200001,2023,47,77,67,55
WOS:000640791900025,2021,5,77,51,1
WOS:001238905000001,2024,50,52,18,40
WOS:001510740400001,2025,66,38,30,58
WOS:001130189000001,2025,-1,52,60,0
WOS:000547032400001,2020,32,52,25,14
WOS:001057655700006,2023,16,38,23,58
WOS:001328119000001,2025,88,52,56,38
WOS:000692628700001,2022,-1,38,3,46
WOS:000571543500036,2020,-1,77,77,15
WOS:000670014500009,2021,1,38,4,11
WOS:001134052700006,2021,-1,52,73,65
WOS:000576767500009,2020,-1,52,19,24
WOS:000791365500001,2023,59,77,3,17
WOS:000878455300003,2023,-1,38,73,71
WOS:001320461900001,2025,37,77,1,56
WOS:000612200900015,2020,-1,52,52,22
WOS:000794962200001,2024,-1,38,3,46
WOS:001435677900001,2025,-1,52,6,50
WOS:000864922300001,2022,28,78,7,57
WOS:001448644300001,2025,0,23,76,5
WOS:001384412800001,2025,-1,38,72,46
WOS:000928435800001,2022,29,52,68,47
WOS:000652752500002,2021,82,52,6,22
WOS:000804190600001,2022,0,23,58,5
WOS:000737757800001,2021,92,23,59,73
WOS:001659946400001,2025,-1,38,28,79
WOS:000921437100001,2023,72,38,11,71
WOS:000596020000003,2020,0,23,8,45
WOS:001077851100001,2024,7,38,76,39
WOS:001096290400001,2023,0,23,12,5
WOS:001002646900001,2023,0,23,60,5
WOS:000555181000001,2022,90,23,12,5
WOS:001499276600001,2025,26,38,41,8
WOS:000668228100003,2021,58,23,39,25
WOS:001054266400001,2023,41,38,54,20
WOS:000785919500001,2023,1,52,4,77
WOS:000767024300001,2022,102,52,50,0
WOS:000752283000003,2022,65,52,76,24
WOS:000562306600001,2021,-1,52,52,59
WOS:001300874600001,2026,97,52,71,42
WOS:000722999700008,2021,2,52,6,50
WOS:000515631600001,2020,30,38,19,24
WOS:000971021900001,2023,2,52,6,50
WOS:000596384900014,2021,1,38,4,43
WOS:000544682800003,2020,103,38,54,35
WOS:000681863300001,2021,14,77,71,0
WOS:000762518700002,2022,-1,77,61,65
WOS:000745610300011,2021,39,77,22,56
WOS:001369647200001,2026,46,38,60,38
WOS:000750242700001,2024,1,38,71,43
WOS:000836863800001,2022,-1,38,61,35
WOS:000546917400001,2020,31,52,5,67
WOS:001579052800010,2025,30,52,19,24
WOS:000861077900006,2022,63,52,40,0
WOS:000759776800001,2023,-1,52,59,0
WOS:000551981500001,2022,-1,52,64,21
WOS:001424284900001,2025,77,38,4,6
WOS:001522875500003,2025,-1,38,71,65
WOS:001280357800001,2025,97,52,33,35
WOS:001381207000005,2024,97,52,71,0
WOS:000693417200001,2022,75,38,54,56
WOS:000652495100021,2021,14,52,71,0
WOS:000532852700027,2020,-1,38,61,53
WOS:000709094000001,2021,0,23,59,45
WOS:001262800900001,2024,89,38,62,71
WOS:000791777500002,2022,-1,52,56,0
WOS:000696356800001,2022,53,38,61,53
WOS:000817864600001,2023,25,77,58,12
WOS:001217426800001,2024,-1,77,3,44
WOS:001492966500001,2025,2,77,6,50
WOS:000769587600001,2022,79,52,29,59
WOS:000602834800009,2020,2,52,52,50
WOS:000837265300003,2021,39,77,77,37
WOS:001637547400001,2026,-1,38,4,11
WOS:000625757800050,2021,-1,38,3,17
WOS:000774321700001,2022,9,77,65,3
WOS:000732795400005,2021,-1,77,37,61
WOS:001204810700001,2024,74,52,20,37
WOS:001075931300001,2025,-1,77,3,17
WOS:001175548600001,2024,-1,77,3,17
WOS:001011496200001,2023,0,77,56,0
WOS:000963983400001,2024,46,52,27,38
WOS:000720923800001,2023,5,38,60,1
WOS:000717715100010,2021,8,77,77,65
WOS:000869983400001,2022,4,77,3,17
WOS:000666020900001,2021,97,77,72,2
WOS:000862060000009,2022,5,77,58,1
WOS:000702389400001,2022,5,77,65,65
WOS:001063158400001,2023,52,52,72,19
WOS:001633397000001,2026,52,52,72,19
WOS:000788836500008,2022,56,38,29,71
WOS:001045858600001,2024,79,38,71,0
WOS:001273985200003,2025,48,52,4,43
WOS:000895592600001,2023,1,38,59,73
WOS:000735326300005,2021,-1,52,7,57
WOS:001043505100001,2023,32,52,72,14
WOS:001019891600001,2023,-1,77,67,55
WOS:000614135100003,2020,76,77,67,55
WOS:000718373900002,2021,7,52,24,39
WOS:001319058200003,2023,4,38,3,17
WOS:001070664100001,2024,22,77,62,65
WOS:000535964300047,2020,0,23,60,45
WOS:000534292300001,2021,15,38,69,66
WOS:000969212100001,2023,63,52,4,49
WOS:000784424500001,2023,30,52,68,57
WOS:000570219800001,2021,85,77,46,65
WOS:001595885500001,2025,4,52,56,46
WOS:001319943200001,2024,18,52,61,59
WOS:001075006700001,2023,18,52,68,59
WOS:000544072800001,2020,74,52,20,72
WOS:000994671300001,2023,2,77,52,75
WOS:000625757800089,2021,56,52,70,71
WOS:000525366200002,2020,9,77,65,33
WOS:000679143400001,2022,5,77,51,1
WOS:000679775300001,2022,41,38,59,20
WOS:000539037600008,2020,0,23,69,0
WOS:001082872500001,2023,31,52,5,67
WOS:000921953800002,2023,40,52,59,73
WOS:000594214600012,2020,-1,52,34,0
WOS:000591481200001,2021,1,38,4,43
WOS:001035338800001,2023,-1,77,3,46
WOS:001561285700001,2025,29,52,68,47
WOS:000593174100013,2020,33,52,78,16
WOS:001611633800001,2025,37,52,9,56
WOS:001118734800001,2024,27,52,45,70
WOS:000908933600001,2023,14,52,71,38
WOS:001312138700001,2025,70,77,73,38
WOS:000983755500001,2024,9,38,65,3
WOS:000665039300004,2021,84,78,47,26
WOS:001108396500001,2025,50,52,79,42
WOS:000752060000001,2023,45,38,77,33
WOS:001428565800001,2025,-1,52,5,67
WOS:000532512000001,2020,93,52,79,29
WOS:001303029400001,2025,18,52,55,59
WOS:000793576700001,2022,14,52,75,22
WOS:000803769800012,2022,11,23,76,37
WOS:001503530700001,2025,45,38,77,33
WOS:001514139000016,2025,-1,23,7,26
WOS:000698249100001,2023,-1,38,16,40
WOS:001165922200001,2024,29,52,68,47
WOS:001408212100001,2025,13,52,51,37
WOS:000799835200001,2022,-1,38,3,46
WOS:000890256700001,2022,-1,52,6,16
WOS:000546374000009,2020,40,38,75,40
WOS:001271495700001,2025,4,77,3,17
WOS:001588409200001,2025,-1,52,7,57
WOS:000593436600004,2020,-1,78,39,25
WOS:001483375400005,2024,8,77,45,51
WOS:001247196300001,2024,6,52,43,23
WOS:000745047800019,2022,-1,77,55,75
WOS:001459487300001,2025,-1,77,55,75
WOS:001545126900001,2025,-1,38,69,46
WOS:001319928800001,2024,-1,52,54,20
WOS:001325499000006,2024,43,77,55,34
WOS:000989796600001,2023,-1,52,59,59
WOS:001447550000001,2025,15,77,63,17
WOS:001631805700001,2026,-1,77,67,51
WOS:000556826400016,2020,10,23,22,9
WOS:001260048800001,2025,-1,77,67,55
WOS:001381099500008,2024,6,52,3,46
WOS:001681462700001,2023,9,77,65,3
WOS:000744092200001,2022,-1,52,77,37
WOS:001126654200001,2023,62,52,70,42
WOS:000503281100006,2020,89,77,67,55
WOS:000512079900005,2020,17,52,26,78
WOS:001087349500001,2023,2,52,6,22
WOS:000678769400001,2021,-1,38,65,71
WOS:001137710600001,2024,-1,38,73,44
WOS:000666568900001,2022,12,38,5,36
WOS:001278753300001,2025,13,52,51,0
WOS:001064687300001,2024,8,77,63,55
WOS:000890989300001,2023,86,77,4,51
WOS:000779727900010,2022,-1,23,65,0
WOS:000647699200012,2021,-1,23,59,31
WOS:000936212000006,2022,-1,77,67,55
WOS:000573431000019,2020,63,52,6,49
WOS:000507660200001,2021,30,52,72,24
WOS:001275799500001,2025,9,77,65,3
WOS:001185701600001,2025,35,77,66,2
WOS:000766155800002,2022,22,77,62,32
WOS:001034218900001,2023,-1,77,67,55
WOS:000656220800001,2021,-1,77,35,65
WOS:000647992700001,2021,20,77,44,69
WOS:001064380600001,2024,-1,77,67,55
WOS:001015247900008,2023,57,77,42,51
WOS:001537725700001,2025,-1,77,74,55
WOS:000537849100006,2020,-1,77,73,2
WOS:000589425900001,2020,89,38,74,71
WOS:001263048800001,2025,33,77,67,16
WOS:001508837400001,2026,-1,38,73,71
WOS:000654376500001,2021,59,77,72,46
WOS:001156389300001,2025,22,77,62,32
WOS:000627747600011,2021,47,77,67,55
WOS:000892229500008,2022,39,77,67,55
WOS:000547544100001,2021,22,77,62,32
WOS:000932257800015,2022,-1,77,73,65
WOS:000736100100007,2022,-1,77,31,10
WOS:001348389600001,2026,8,77,77,33
WOS:000547020800001,2021,75,77,74,48
WOS:001571727500001,2026,43,77,55,34
WOS:001207413100001,2024,-1,77,67,10
WOS:000634620300005,2021,20,77,44,69
WOS:001295671200001,2025,47,52,74,65
WOS:000844738700001,2023,-1,38,73,65
WOS:000729506600001,2022,-1,77,67,55
WOS:000588610100008,2020,-1,77,3,35
WOS:001218429000001,2024,20,77,44,55
WOS:001226857100001,2024,23,38,69,7
WOS:001441728600001,2025,76,77,67,55
WOS:001101442300001,2024,-1,77,73,55
WOS:000683418100001,2021,73,77,2,51
WOS:001360989000001,2025,0,23,8,45
WOS:001239347300001,2024,-1,38,69,53
WOS:000683710500001,2021,0,23,8,5
WOS:000622013600001,2021,0,23,69,45
WOS:001610145800001,2026,99,52,70,73
WOS:001063787700003,2022,-1,23,70,45
WOS:000683351600016,2021,10,23,22,9
WOS:000675539300001,2021,28,78,7,57
WOS:001253757400001,2024,53,77,8,0
WOS:000578315100001,2020,0,23,12,5
WOS:000525408300010,2020,-1,23,60,31
WOS:001271213500001,2024,0,23,8,45
WOS:001118335200001,2023,-1,23,58,5
WOS:001063867400001,2023,-1,77,60,55
WOS:001199713700001,2024,11,23,13,31
WOS:000759041700003,2022,0,23,8,45
WOS:001366709300001,2024,0,23,69,45
WOS:001225024000001,2024,0,23,8,45
WOS:001277850000001,2024,-1,23,12,5
WOS:001100080800001,2023,0,23,60,5
WOS:000778354200001,2022,94,23,65,45
WOS:000605607800011,2021,-1,23,60,31
WOS:001233194100001,2024,11,23,20,37
WOS:001152066500001,2024,0,23,76,5
WOS:000664026400001,2021,0,23,60,5
WOS:000678730500025,2021,-1,23,60,0
WOS:000656088300001,2021,11,23,13,31
WOS:000939593900001,2023,0,23,19,45
WOS:000721484300005,2021,-1,23,8,45
WOS:000747293600013,2021,94,23,70,0
WOS:000612405000001,2022,0,38,61,25
WOS:001405222900001,2025,0,23,12,45
WOS:001386567100001,2024,0,23,39,45
WOS:001423178000001,2025,19,38,28,29
WOS:000519251400002,2020,-1,38,69,53
WOS:001410862000001,2026,102,52,19,0
WOS:001282818400043,2024,81,77,60,65
WOS:000850118500030,2022,71,77,1,2
WOS:001585866700001,2025,1,52,4,77
WOS:000659098600001,2021,86,38,32,6
WOS:001382704600001,2024,5,77,76,65
WOS:000867336000001,2022,-1,77,3,56
WOS:001161490800001,2024,16,38,23,58
WOS:001341219600002,2024,-1,77,77,51
WOS:001386139300001,2025,91,77,49,15
WOS:000963711800001,2023,4,38,3,17
WOS:001397641000001,2025,-1,77,74,65
WOS:000687835600003,2021,-1,52,52,22
WOS:000774064800010,2022,91,77,2,21
WOS:000931392400001,2024,4,77,3,46
WOS:000571101600007,2020,104,52,60,28
WOS:001346949900001,2025,49,77,73,15
WOS:000902312800001,2022,1,38,73,77
WOS:000635975300006,2021,78,52,72,19
WOS:000677426700001,2022,7,77,1,68
WOS:000683895100001,2021,11,23,13,18
WOS:001475897100001,2025,-1,77,42,10
WOS:001428331500001,2025,-1,77,21,51
WOS:000669437200003,2021,25,52,58,12
WOS:001329427000072,2024,81,77,73,15
WOS:001479128600001,2025,-1,77,3,17
WOS:000830872900015,2022,1,38,4,35
WOS:001440962300001,2025,-1,52,62,65
WOS:000741164300001,2023,42,38,28,79
WOS:000520854000011,2020,61,38,77,48
WOS:000543375000016,2020,15,38,63,66
WOS:001071474900002,2024,9,77,53,49
WOS:000925561900001,2023,3,38,73,4
WOS:000535936400024,2020,-1,38,73,66
WOS:001306345000019,2024,5,38,61,1
WOS:001147190400001,2024,21,52,18,72
WOS:001103617800001,2023,75,52,4,62
WOS:000821329200001,2024,7,38,28,79
WOS:000684604800013,2021,15,38,63,66
WOS:000677300900001,2022,34,77,60,32
WOS:000657906600001,2022,5,77,3,1
WOS:001390824100001,2024,42,77,73,15
WOS:001336295200001,2025,15,38,63,66
WOS:000687321300019,2021,-1,77,62,10
WOS:000513886500008,2020,31,38,5,67
WOS:001364342800001,2024,83,38,4,35
WOS:000991037600001,2023,-1,38,73,4
WOS:000543616100001,2020,35,77,66,13
WOS:001195765200001,2024,22,77,73,15
WOS:000778028900001,2021,7,77,73,68
WOS:001280911500001,2024,2,52,64,50
WOS:000759017600001,2022,7,77,15,1
WOS:001316444800001,2024,1,38,4,11
WOS:001024751900021,2023,-1,38,1,2
WOS:000533976200001,2022,77,38,32,6
WOS:000538802100001,2020,77,38,32,6
WOS:001192892900001,2024,77,38,32,6
WOS:000807215500002,2022,33,52,48,16
WOS:001394303400007,2024,26,52,41,8
WOS:001304083300001,2024,88,77,56,65
WOS:001544636600001,2025,61,38,46,48
WOS:001453123200001,2025,5,38,78,65
WOS:001590390000001,2025,98,77,64,1
WOS:001109019100019,2023,89,38,52,6
WOS:000672036300001,2021,36,77,73,10
WOS:000655493400001,2021,5,77,64,1
WOS:001263245000001,2024,104,38,20,37
WOS:000947973500001,2023,5,77,15,1
WOS:001568347800001,2025,57,77,42,10
WOS:000884353100001,2022,0,23,60,45
WOS:000937771600001,2023,-1,77,73,55
WOS:000841652300001,2022,1,38,56,64
WOS:000705649100001,2022,-1,77,73,51
WOS:001338577700001,2024,-1,77,62,60
WOS:000681028300010,2021,4,77,3,17
WOS:000912451200001,2022,42,38,5,67
WOS:000795943800014,2022,2,52,78,50
WOS:000601330200001,2020,-1,77,62,35
WOS:001283278200019,2022,92,23,59,73
WOS:001337063600002,2025,-1,52,68,59
WOS:001228611200001,2024,18,52,64,59
WOS:000984075900001,2023,32,77,56,65
WOS:001227144600084,2024,69,77,37,61
WOS:001095174400001,2023,51,77,62,60
WOS:000970790200001,2023,20,77,44,69
WOS:000896552400001,2022,32,52,25,14
WOS:000600775000010,2021,83,38,4,11
WOS:000656013300001,2022,51,77,62,32
WOS:000991848000001,2023,0,23,8,45
WOS:000675484200019,2021,5,38,51,35
WOS:000847673800001,2022,37,52,9,56
WOS:000660085700001,2021,0,23,58,45
WOS:001324663900006,2024,18,52,79,59
WOS:001171492800001,2024,0,38,69,53
WOS:000616314300001,2021,0,23,8,5
WOS:000756155000030,2021,5,77,74,1
WOS:000733067700001,2022,54,38,75,22
WOS:001259164900036,2024,100,77,67,55
WOS:001176154600001,2024,20,77,65,32
WOS:001152484100001,2025,34,77,67,2
WOS:000820267100001,2022,1,38,4,77
WOS:000880503400001,2023,25,38,58,12
WOS:000724653200003,2022,68,38,4,64
WOS:001399411100002,2021,-1,23,47,26
WOS:000905606000001,2022,65,23,64,28
WOS:000772150400001,2023,85,77,63,35
WOS:000727812400009,2021,8,77,2,65
WOS:000836650700006,2022,80,38,28,79
WOS:000843994000002,2022,-1,77,55,34
WOS:000565879800042,2020,10,52,22,9
WOS:000530202800011,2020,2,52,52,22
WOS:001514785100001,2025,-1,77,55,35
WOS:001484602700001,2025,42,38,49,15
WOS:001683935800001,2024,65,52,6,22
WOS:000979712200005,2023,-1,52,52,22
WOS:000777998100001,2022,29,23,59,73
WOS:000713693800017,2021,-1,38,20,37
WOS:000656574100008,2021,29,52,68,47
WOS:000676209100001,2021,-1,38,77,65
WOS:000527936200011,2020,-1,38,61,65
WOS:001506451100001,2025,-1,52,55,16
WOS:001052465200001,2024,13,52,51,28
WOS:000683160600001,2022,82,52,6,63
WOS:001466220700001,2025,-1,77,62,52
WOS:001318049500001,2025,6,52,43,23
WOS:000949938500021,2023,93,52,79,65
WOS:000736573600010,2022,11,23,58,12
WOS:000678617200001,2021,1,38,4,77
WOS:000769591600001,2022,-1,77,65,55
WOS:001446929700001,2025,1,38,4,43
WOS:001205085200001,2024,74,38,75,35
WOS:000760333800012,2022,11,52,20,37
WOS:000607041400007,2020,-1,23,59,73
WOS:000630100900003,2021,16,38,64,56
WOS:000847432000001,2022,8,77,60,65
WOS:001457315400010,2024,103,38,68,47
WOS:001276393500001,2024,8,77,65,10
WOS:000834641100001,2023,5,52,69,0
WOS:000726693900001,2022,9,38,55,71
WOS:000677281400001,2022,-1,77,62,51
WOS:001562282600001,2025,54,38,75,22
WOS:001391649000001,2025,18,52,77,59
WOS:000897738600001,2023,79,77,71,48
WOS:000755099800017,2021,86,38,5,36
WOS:001432446300017,2025,15,38,63,66
WOS:000875447600001,2023,13,38,51,59
WOS:001527632800001,2025,25,77,58,12
WOS:001071838000001,2024,66,52,40,49
WOS:000617021400001,2021,7,52,6,39
WOS:000565690700011,2020,14,52,71,42
WOS:001282778400001,2024,69,77,64,28
WOS:000829543400011,2022,-1,52,10,59
WOS:000793650500002,2022,10,52,22,9
WOS:000627801400013,2021,13,38,51,65
WOS:001451050700001,2025,32,52,19,14
WOS:001250137200001,2024,14,52,71,65
WOS:000992178000001,2023,23,78,7,76
WOS:000758955800002,2022,5,38,69,1
WOS:000609785500001,2021,19,38,3,46
WOS:001206600500015,2024,21,52,18,72
WOS:001174442400001,2024,29,52,68,47
WOS:000799999000006,2022,63,52,40,50
WOS:000723147500002,2021,62,52,48,16
WOS:001016092500001,2023,93,52,79,40
WOS:000936525000014,2022,66,52,6,58
WOS:000850164600001,2023,33,52,48,16
WOS:001545761700002,2025,27,52,45,70
WOS:000971138100001,2023,61,52,46,48
WOS:000899105800001,2022,-1,38,78,56
WOS:000678144100013,2021,21,52,68,72
WOS:001447350700004,2024,-1,38,73,58
WOS:001101581300001,2024,-1,52,68,47
WOS:000914792200007,2023,-1,52,64,7
WOS:000561742000001,2020,1,77,65,77
WOS:001678531700001,2024,32,4,25,14
WOS:000571503200014,2020,99,52,70,73
WOS:001488794200001,2025,47,52,6,59
WOS:001308575600001,2024,6,52,25,14
WOS:001161023600001,2024,79,52,64,59
WOS:000984931100001,2023,65,52,47,59
WOS:001380537200001,2026,70,77,46,48
WOS:000577326800001,2021,49,52,74,55
WOS:001464379900001,2025,25,52,56,12
WOS:000702240100001,2022,41,52,54,40
WOS:000577446500007,2020,-1,77,74,65
WOS:000823351300002,2023,5,77,77,35
WOS:000797306300004,2022,15,38,63,11
WOS:000639599800018,2021,98,77,74,65
WOS:000805791200010,2022,4,77,3,17
WOS:001148683700001,2023,1,52,4,63
WOS:001394351200001,2025,97,52,77,65
WOS:001039413100001,2023,53,38,73,0
WOS:000641297400001,2021,-1,38,52,22
WOS:001051429200001,2023,38,77,57,54
WOS:001240553300001,2024,-1,52,72,71
WOS:000673907400001,2021,55,52,64,28
WOS:001076484300003,2025,2,38,52,22
WOS:000694720500007,2021,1,38,4,77
WOS:000577864100003,2020,-1,77,65,55
WOS:001499869500001,2025,20,77,74,69
WOS:001200785100001,2024,20,77,44,55
WOS:000966529400001,2023,64,77,53,10
WOS:001609789700001,2025,71,38,4,77
WOS:001200387400007,2024,-1,77,67,1
WOS:001038692100001,2023,51,77,62,32
WOS:000709523700001,2022,2,38,73,22
WOS:001509581800001,2026,38,77,57,54
WOS:000965778500004,2022,-1,77,60,65
WOS:000821114800001,2022,61,38,69,48
WOS:001520752300001,2025,61,77,44,69
WOS:000786666500001,2023,-1,77,67,55
WOS:000544006600001,2020,9,77,65,3
WOS:001620199500001,2025,36,77,62,10
WOS:001031275900001,2023,-1,77,35,65
WOS:000814301300001,2023,59,77,3,17
WOS:000706680100001,2022,-1,77,74,51
WOS:000667905300001,2021,49,77,73,55
