cluster,n_topics,within_weight,between_weight,cohesion_ratio_within_over_total,top_strength_topics,top_bridge_topics
4,33,95.14121261239052,51.91223457455635,0.6469838989275235,"T55 Psychotherapy, Chronic Depression, ; T50 Trait, Personality Trait, Personali; T13 Cm, Mdd, History Cm, Relationship C","T50 Trait, Personality Trait, Personali; T13 Cm, Mdd, History Cm, Relationship C; T27 Sleep, Sleep Quality, Sleep Disturb"
2,25,77.3948155939579,94.33811554312706,0.4506696245213867,"T42 College students & campus preventio; T75 Family Member, Family Function, Fam; T73 Caregiver, Caregiver Support, Careg","T42 College students & campus preventio; T73 Caregiver, Caregiver Support, Careg; T75 Family Member, Family Function, Fam"
3,17,35.887265771627426,35.14594712853432,0.5052181128504254,"T8 Worker, Protection, Social Work, So; T57 Young People, People Experience, Ha; T3 Csa, Csa Survivor, Experience Csa, ","T57 Young People, People Experience, Ha; T8 Worker, Protection, Social Work, So; T24 Interviewer, Forensic Interview, In"
0,15,30.342077791690826,35.840593844652176,0.45845954901842567,"T56 Polyvictimization, Victimization Ex; T34 Violence Exposure, Genderbased, Gen; T85 Men Woman, Masculinity, Gay, Msm","T81 Childbirth, Maternity, Mistreatment; T36 Image-based sexual abuse; T56 Polyvictimization, Victimization Ex"
1,6,8.414534449577332,15.774841606616974,0.34786074802763317,"T43 Traumainformed, Traumainformed Care; T76 Narrative, Story, Autonomy, Psychoa; T33 Dissociation, Dissociative, Dissoci","T47 Memory, False, Autobiographical, Au; T33 Dissociation, Dissociative, Dissoci; T76 Narrative, Story, Autonomy, Psychoa"
