UT,Publication Year,Document Type,lda_topic,lda_probability
WOS:001199978000001,2024,Article,25,0.45385264445941953
WOS:001185700300001,2024,Article,0,0.490041278175742
WOS:001604647100001,2025,Article,4,0.24185928538328597
WOS:001067963000001,2024,Article,8,0.3743430895184521
WOS:000990738600001,2024,Article,17,0.35174028877004976
WOS:000661125200012,2021,Article,8,0.33179591642773837
WOS:000514822200077,2020,Article,19,0.294194922221372
WOS:000552819500001,2021,Article,12,0.44660423338575583
WOS:001465611000005,2025,Article,29,0.3953470121322138
WOS:000816919600007,2022,Article,19,0.39273543580784936
WOS:000814804700027,2022,Article,30,0.8194274675403976
WOS:001109566900002,2021,Article,19,0.35128780594534587
WOS:001432665200001,2025,Article,9,0.42288845948404824
WOS:001367990400001,2024,Article,4,0.24219400228231147
WOS:001029770900002,2023,Article,9,0.32609708037785473
WOS:001550107300001,2025,Article,19,0.3456352962754963
WOS:000821919300004,2022,Article,2,0.3582273891560674
WOS:001138072000001,2024,Article,29,0.30479889383441355
WOS:001151038200001,2024,Article,31,0.22595650906367273
WOS:000932197700001,2023,Article,11,0.6838230779695547
WOS:001246905500002,2024,Article,12,0.5792879945190205
WOS:001324970800001,2023,Article,30,0.5755015980948022
WOS:000880310400036,2022,Article,4,0.2954212385811568
WOS:000575961200001,2021,Article,2,0.697750820055838
WOS:000561457400001,2020,Article,29,0.5940167973722852
WOS:001622547900001,2025,Article,4,0.6939503241670776
WOS:001399238800001,2025,Article,6,0.31510151673654385
WOS:000773495000013,2022,Article,30,0.4685652696793797
WOS:001645278600001,2025,Article,4,0.7481470644828742
WOS:001392073900001,2024,Article,6,0.557035095586522
WOS:001017726300001,2023,Article,25,0.4550216998300617
WOS:000893623900001,2022,Article,28,0.42016430955407796
WOS:000902774900001,2022,Article,14,0.41153762218265694
WOS:001132745200008,2023,Article,0,0.2456075213025322
WOS:000697776300006,2021,Article,3,0.31043895006177735
WOS:001251434600001,2024,Article,6,0.446711535429283
WOS:000664031800002,2021,Article,30,0.40152226862029744
WOS:000826717700002,2022,Article,6,0.43573387136060227
WOS:001135922100020,2023,Article,24,0.5852629254455743
WOS:000955180900001,2023,Article,13,0.5046339761071997
WOS:000942419700001,2023,Article,21,0.6304284428967225
WOS:000611881900005,2020,Article,25,0.6065023501001713
WOS:000781932000015,2022,Article,2,0.7431267485472323
WOS:001107999100001,2023,Article,11,0.2860808992237492
WOS:001367548900001,2025,Article,21,0.7337920626343085
WOS:001225141600001,2024,Article,26,0.9341931935217908
WOS:001271570500001,2024,Article,16,0.264063700664027
WOS:000842401300001,2023,Article,25,0.508895035494696
WOS:000733149500001,2022,Article,1,0.3662330191169252
WOS:000579177600036,2020,Article,18,0.34524692748466046
WOS:001327889300001,2024,Article,11,0.6644337953733381
WOS:001463002500001,2025,Article,19,0.7343315887082013
WOS:000968983700001,2022,Article,8,0.5173196922613219
WOS:000679414000002,2022,Article,29,0.3254365854924267
WOS:000507983500019,2020,Article,29,0.5678707615242403
WOS:001632285200001,2025,Article; Early Access,14,0.3731109491736994
WOS:000869155400006,2022,Article,14,0.6622866006822007
WOS:001271713400001,2024,Article,21,0.7066299939282535
WOS:001454311600001,2025,Article; Early Access,25,0.33897394675962267
WOS:000617316500001,2021,Article,24,0.4626188963057069
WOS:001317085300001,2024,Article,14,0.2517850502242276
WOS:000608157700020,2021,Article,24,0.7555608995508265
WOS:000983989700001,2023,Article,17,0.31762179580672784
WOS:001175185100001,2024,Article,24,0.37781671650412824
WOS:000886920100002,2022,Article,25,0.2857723014804703
WOS:000600720500006,2020,Article,30,0.29595724206367047
WOS:000881748900003,2022,Article,16,0.5508973255293412
WOS:000657885600001,2022,Article,12,0.32292073589286097
WOS:000511694900006,2020,Article,9,0.33671727409782537
WOS:000541371200023,2020,Article,8,0.3297483618607319
WOS:000662934100018,2021,Article,7,0.3949335072531265
WOS:000748684200102,2022,Article,30,0.2188345673724515
WOS:000508286300004,2020,Article,29,0.45604379100403697
WOS:001282572700001,2024,Article,12,0.47213473510801973
WOS:000517661700066,2020,Article,25,0.7982198569915074
WOS:001577719900016,2025,Article,30,0.3890755852215439
WOS:000811204000001,2022,Article,27,0.3467593040095814
WOS:000733985600009,2021,Article,29,0.5682193094755655
WOS:001200420900006,2024,Article,25,0.4899409799437418
WOS:000854148700005,2022,Article,9,0.6569064025788307
WOS:001547067700021,2025,Article,7,0.26395677641876336
WOS:001127957000001,2023,Article,30,0.49743402717501833
WOS:000853034500004,2022,Article,24,0.7069180113837145
WOS:000531077400015,2020,Article,29,0.43128999916424593
WOS:000656659500003,2021,Article,11,0.2386694578495635
WOS:000510956200009,2020,Article,29,0.3280587722145966
WOS:001458662100001,2025,Article,24,0.26387826530604835
WOS:000835245300004,2022,Article,3,0.3549081666376219
WOS:000672806100006,2021,Article,21,0.3260012162926421
WOS:000653328500012,2021,Article,30,0.4233972720526479
WOS:000641475400038,2021,Article,28,0.346785330195514
WOS:001571285500001,2025,Article; Early Access,12,0.29296108713645497
WOS:000613761600006,2021,Article,30,0.32286039252096066
WOS:001421267100001,2025,Article,9,0.6125277262908502
WOS:001124975400002,2022,Article,14,0.41101985619863374
WOS:000933582100013,2023,Article,14,0.4616387385856626
WOS:000505603300010,2020,Article,29,0.4666275148577572
WOS:000538101300009,2020,Article,11,0.33019804897735267
WOS:001614880600008,2025,Article,21,0.543240467041254
WOS:000832068600009,2021,Article; Book Chapter,24,0.4089912223218466
WOS:001648809400001,2025,Article; Early Access,12,0.5318036767122102
WOS:001396662000001,2025,Article,24,0.5684867938666528
WOS:000514253500028,2020,Article,12,0.7177448009034982
WOS:001493352200001,2025,Article,25,0.5741483227487487
WOS:000915397200001,2023,Article,13,0.27456485955017446
WOS:001125064500011,2023,Article,30,0.25049864854505843
WOS:000661084300002,2021,Article,14,0.5892642937042923
WOS:001331204400001,2025,Article,29,0.2540961921925688
WOS:000532624200002,2021,Article,29,0.31448926560109114
WOS:000783476800001,2022,Article,30,0.39133507414763014
WOS:001007156100001,2023,Article,29,0.4276401891581447
WOS:001013311900001,2023,Article,29,0.5434081514395401
WOS:000943990900001,2023,Article; Proceedings Paper,13,0.3444703573381788
WOS:000503085600014,2020,Article,5,0.28090255057415525
WOS:001051646400013,2021,Article,30,0.45748266070797267
WOS:000672584500010,2021,Article,29,0.6875873628455449
WOS:000635549900001,2021,Article,24,0.5222357588930445
WOS:000591510400009,2020,Article,28,0.46009351524941416
WOS:000646231200019,2020,Article,30,0.32640439522968084
WOS:001598926800001,2025,Article,8,0.5771276453821101
WOS:001041665400001,2024,Article,21,0.6329353209388897
WOS:000863246400002,2022,Article,6,0.3521908497038528
WOS:000535808300007,2020,Article,30,0.42556813868985044
WOS:001137128900003,2024,Article,29,0.5542723152975472
WOS:001091998600003,2023,Article,29,0.5598626211111427
WOS:000766736200001,2022,Article,21,0.5883882579536339
WOS:000577976900014,2020,Article,30,0.3958974292753041
WOS:001677155000004,2025,Article,24,0.46674540340849857
WOS:000798886100001,2023,Article,5,0.18882437573105357
WOS:000651228400002,2021,Article,14,0.39451424288036496
WOS:000611630500001,2022,Article,5,0.41184986246891936
WOS:000615311200005,2021,Article,26,0.8577941603501317
WOS:000623812400001,2021,Article,26,0.7763481799466669
WOS:001506261500001,2025,Article,21,0.3293107672273149
WOS:001366210900001,2024,Article,29,0.33588495738643626
WOS:001377076900007,2023,Article,26,0.7432553129806829
WOS:001494004500001,2025,Article,26,0.6090152958484034
WOS:001182048100001,2024,Article,26,0.8642133728809763
WOS:000611431800001,2021,Article,26,0.43176545594285404
WOS:001605116700001,2025,Article,26,0.8352963704934107
WOS:001495612400001,2025,Article,26,0.8545379690564279
WOS:000819921900006,2022,Article,26,0.8383580339109398
WOS:000632313000003,2021,Article,26,0.8170800364963595
WOS:001325044800001,2024,Article,26,0.6063809056039434
WOS:001442480800001,2025,Article,26,0.8941232792061861
WOS:001489971100022,2025,Article,26,0.8655800901256797
WOS:000865742100001,2022,Article,29,0.28713355594574536
WOS:000699422000001,2021,Article,29,0.693794387281961
WOS:000549508900001,2021,Article,26,0.5759183604610697
WOS:001018763900007,2023,Article,26,0.9563253685181234
WOS:001364110100001,2024,Article,26,0.5262718174171286
WOS:000681634000001,2021,Article,26,0.702382680954865
WOS:000697388700017,2021,Article,26,0.6662024461605391
WOS:001468358300001,2025,Article,25,0.4833051334181371
WOS:000832963300001,2022,Article,8,0.24988688732285363
WOS:000919319900001,2024,Article,29,0.2701088727724913
WOS:000567801300001,2021,Article,19,0.4310309793592415
WOS:001574815800001,2025,Article; Early Access,25,0.31017548022154173
WOS:000843834300002,2022,Article,7,0.39055224794955273
WOS:000548435800001,2021,Article,5,0.3761861720327763
WOS:000680231300001,2021,Article,30,0.3676063430615043
WOS:001070454100010,2023,Article,4,0.306667543889342
WOS:000510559300001,2020,Article,4,0.5942960680372689
WOS:000694905000001,2021,Article,13,0.5178250154669785
WOS:000600619100009,2020,Article,5,0.3304764053433179
WOS:001025010200001,2023,Article,29,0.38950294597282975
WOS:001563128300001,2025,Article; Early Access,19,0.30348078735672657
WOS:000948917400001,2023,Article,4,0.3652826780321247
WOS:000913845600018,2022,Article,29,0.31428394095601436
WOS:001098497100001,2024,Article,24,0.9225243843728814
WOS:000566495700016,2020,Article,28,0.3094315753228265
WOS:000891845600001,2025,Article,25,0.33773425011075986
WOS:000868481900013,2022,Article,29,0.6485326663411551
WOS:000638191100001,2021,Article,7,0.6003114937350148
WOS:000723979200001,2022,Article,12,0.3293920436071906
WOS:000826446300001,2022,Article,18,0.3679063157554416
WOS:000791676800001,2022,Article,4,0.32972011185673095
WOS:000548199200019,2020,Article,25,0.343432585928713
WOS:001016191300001,2023,Article,4,0.43985730366810055
WOS:001518124400001,2025,Article; Early Access,14,0.2491925125556884
WOS:000814834300037,2022,Article,13,0.4067175675177139
WOS:000511735000001,2020,Article,3,0.3648392458602687
WOS:000736039200008,2021,Article,24,0.23715740301382846
WOS:000820962600021,2022,Article,19,0.32327142907504647
WOS:001326089800001,2024,Article,8,0.5834172240575175
WOS:001210916100002,2024,Article,6,0.973098123346222
WOS:001136535700001,2024,Article,14,0.630964769748199
WOS:000871387900001,2023,Article,5,0.5768888946818469
WOS:001043812800001,2023,Article,29,0.45365560652476505
WOS:000910533800001,2023,Article,25,0.35569946182010503
WOS:001365595900001,2025,Article,17,0.356234118983486
WOS:000835741900001,2022,Article,24,0.39614589965550234
WOS:001300836700001,2025,Article,8,0.4676916582134717
WOS:000732719400001,2021,Article,30,0.38367909377421805
WOS:001612232500002,2025,Article,27,0.3607579322292402
WOS:001214938500001,2023,Article,25,0.38504760413362715
WOS:001450430800029,2025,Article,25,0.28682982756607783
WOS:001499546000001,2025,Article,5,0.23647925864868297
WOS:001428753200001,2025,Article,1,0.2617262963901678
WOS:001402019000002,2024,Article,12,0.35869646851777903
WOS:000821702800001,2022,Article,30,0.3205466107200114
WOS:001360526700006,2024,Article,6,0.3899911930820434
WOS:000795663200003,2022,Article,21,0.601899647694139
WOS:001208452700001,2024,Article,21,0.5242463861964719
WOS:000955938600001,2023,Article,10,0.20309006118999215
WOS:001641870600013,2025,Article,25,0.4042120315741642
WOS:001118939400002,2023,Article,24,0.3258727782259598
WOS:000963231100001,2023,Article,6,0.44070022263334074
WOS:000687321300038,2021,Article,8,0.4499881288711607
WOS:001215385100001,2024,Article,11,0.2905219342090023
WOS:000999759400001,2023,Article,25,0.38739473657968654
WOS:000764501600001,2022,Article,30,0.45182634218548756
WOS:001369291800001,2024,Article,11,0.4809834848796458
WOS:000941386600001,2023,Article,4,0.4929530898735839
WOS:000865792400008,2022,Article,22,0.28853458038554053
WOS:000852869000001,2022,Article,25,0.7848988818107857
WOS:001135425200001,2024,Article,24,0.4378738874711183
WOS:001066568500011,2023,Article,4,0.7255209869956143
WOS:001500627200003,2025,Article,5,0.2401700090863264
WOS:000523422800001,2020,Article,3,0.42232191082314563
WOS:001087317300001,2023,Article,24,0.472559808295647
WOS:000780020300001,2022,Article,11,0.4616339650872536
WOS:001127316200001,2023,Article,24,0.27729984644498135
WOS:000515517200001,2020,Article,11,0.6627249655387084
WOS:000822221600001,2023,Article,14,0.36552053779697286
WOS:001377578400001,2025,Article,25,0.5734128359826235
WOS:000677278300001,2022,Article,31,0.36507466531863064
WOS:000523619000001,2020,Article,25,0.3895394328235501
WOS:001267539500010,2024,Article,14,0.5722226006117968
WOS:000822428900009,2022,Article,24,0.5347433979260763
WOS:000769638100004,2022,Article,25,0.3984233691081153
WOS:000643489400001,2021,Article,11,0.4913883415902745
WOS:000592858700001,2021,Article,29,0.43077461473864836
WOS:000577553300003,2020,Article,14,0.6946210412822181
WOS:000609882100015,2021,Article,14,0.6063974275983155
WOS:001270728400114,2024,Article,14,0.5412605670024659
WOS:000683819800011,2021,Article,14,0.6308251903698914
WOS:000568001100001,2021,Article,9,0.3679620960464556
WOS:000547914300001,2020,Article,14,0.42329231742557716
WOS:001145725900003,2024,Article,22,0.3520314664446074
WOS:001047063700111,2023,Article,24,0.341493137876285
WOS:001300823100001,2024,Article,1,0.40375273256626754
WOS:001042144500071,2023,Article,14,0.5284922413956001
WOS:000684835500001,2022,Article,25,0.46870033766180774
WOS:000563161800001,2020,Article,13,0.4553965321765277
WOS:001498137800001,2025,Article; Early Access,27,0.3296993868272308
WOS:000557571400001,2020,Article,26,0.8477955582609629
WOS:001185091400021,2024,Article,26,0.6912259497582623
WOS:001034600800001,2023,Article,11,0.5222708994303362
WOS:000567596900010,2020,Article,31,0.3726452304571827
WOS:001396114100001,2025,Article,14,0.3367847206235007
WOS:001389119900001,2025,Article,6,0.4143247421190045
WOS:000657888000001,2022,Article,11,0.8874264963218605
WOS:000609779100001,2021,Article,24,0.27962999481928563
WOS:001181913300001,2024,Article,14,0.3638140115872825
WOS:001060349600001,2024,Article,14,0.5580783288486352
WOS:000989506500001,2024,Article,14,0.48277956273455896
WOS:000701001000002,2022,Article,16,0.3354401129889922
WOS:001407802700001,2025,Article,22,0.34108538091551516
WOS:000854894600001,2023,Article,0,0.6455167470102501
WOS:000693001600001,2021,Article,11,0.3815262924727531
WOS:000567563600001,2021,Article,11,0.30967316999100725
WOS:001548361800001,2025,Article,14,0.5641968028862085
WOS:001208213300001,2025,Article,9,0.22207833036655295
WOS:000608157700024,2021,Article,0,0.5723444157329178
WOS:001248799400001,2024,Article,25,0.48181596922323566
WOS:000621607400002,2021,Article,24,0.532924292627149
WOS:001419964400001,2025,Article,25,0.5756386109587226
WOS:001169345300001,2024,Article,20,0.45290874940027337
WOS:001246946900010,2024,Article,9,0.4045630940247884
WOS:000840000300001,2022,Article,24,0.7490206138256081
WOS:000811919700003,2022,Article,14,0.43926193548081016
WOS:000507226400010,2020,Article,14,0.665051346512673
WOS:001087909400001,2023,Article,25,0.3512978564167639
WOS:000769170600001,2022,Article,31,0.31918382096755615
WOS:001206928600001,2025,Article,22,0.41107885750172807
WOS:001300945600001,2025,Article,4,0.3605079597304364
WOS:000943458900001,2024,Article,0,0.33091691419986186
WOS:001257377600001,2025,Article,14,0.35919338612951346
WOS:001262176300005,2024,Article,14,0.5080886505346698
WOS:001445961700010,2024,Article,22,0.4222773258966886
WOS:000869149700001,2023,Article,14,0.8452204656090527
WOS:000698251200001,2023,Article,25,0.5411929303033001
WOS:000592916700001,2020,Article,14,0.6189478912892262
WOS:000881156000003,2022,Article,14,0.2553111683909535
WOS:000844128100001,2023,Article,25,0.5682973697523102
WOS:000734681800001,2021,Article,9,0.5528250968104301
WOS:000551283500032,2020,Article,13,0.7374186950717809
WOS:001445635100027,2025,Article,6,0.5297568303742914
WOS:001108876000001,2023,Article,24,0.2825589578685472
WOS:000876492900013,2022,Article,31,0.5207678472739544
WOS:000643666200001,2021,Article,14,0.5516693740174147
WOS:001511728900001,2025,Article; Early Access,4,0.4191310710202703
WOS:001473054300001,2025,Article,11,0.42101631006404944
WOS:001209066100009,2024,Article,13,0.42999674684901146
WOS:001166054600015,2024,Article,11,0.5028747577471832
WOS:000710865600001,2021,Article,9,0.29216828063290357
WOS:000925060500002,2022,Article,12,0.440007214136413
WOS:001359848900001,2025,Article,9,0.321544167135237
WOS:001224068000001,2024,Article,14,0.36961446212115984
WOS:000812679400001,2022,Article,25,0.27929543731396117
WOS:001314760500001,2025,Article,11,0.23918513147902445
WOS:001261417000008,2024,Article,13,0.6315126224226078
WOS:001639193100001,2025,Article,29,0.3798853847365834
WOS:000876867700001,2022,Article,12,0.6832880367603221
WOS:000762677200003,2022,Article,24,0.5062385546893461
WOS:001527773600001,2025,Article; Early Access,24,0.5716572129357177
WOS:001309103300001,2025,Article,25,0.4465586003632605
WOS:000847007800001,2023,Article,9,0.6429303167832202
WOS:000721110300003,2022,Article,25,0.507830984049372
WOS:000689220300001,2021,Article,24,0.4104552316510265
WOS:000658552000001,2021,Article,4,0.4880813784541335
WOS:000830080700008,2022,Article,8,0.4545533308495255
WOS:000971900300004,2023,Article,27,0.25989723771067325
WOS:001239631600001,2024,Article,7,0.6753944695359979
WOS:000649948200005,2021,Article,25,0.5301373732465391
WOS:000820262900001,2022,Article,14,0.4568868544929468
WOS:000557662600001,2020,Article,24,0.524336439981599
WOS:001444965900001,2025,Article,14,0.46709910749309735
WOS:001055744500001,2023,Article,14,0.3584412690096625
WOS:000656631900027,2021,Article,26,0.8628325747035187
WOS:001667383500001,2023,Article,26,0.7357697587976084
WOS:000766316100008,2021,Article,21,0.36330965758348627
WOS:000709415300005,2021,Article,26,0.9733442695528689
WOS:001227019600001,2024,Article,26,0.8696977991266701
WOS:000620839800014,2021,Article,26,0.779124589257487
WOS:001613909200001,2025,Article,26,0.9219769647235977
WOS:001478403200001,2025,Article,5,0.5616356860823355
WOS:001375196000001,2025,Article,26,0.8118214673985391
WOS:001339198500001,2024,Article,26,0.3958199454886093
WOS:000534573000008,2020,Article,5,0.19901194342019043
WOS:001048491500001,2024,Article,14,0.5218157136389954
WOS:001477672300016,2025,Article,13,0.5285150926931599
WOS:001240525200001,2024,Article,26,0.8548296720385921
WOS:000861022100005,2022,Article,26,0.947045459433834
WOS:000664078000001,2021,Article,26,0.843169831411815
WOS:000811739400001,2022,Article,26,0.978583072565063
WOS:001585917500002,2025,Article,26,0.8597989031974607
WOS:000984778700001,2023,Article,26,0.8636071400317719
WOS:000695732300001,2022,Article,26,0.3849157552494729
WOS:000622868200001,2021,Article,26,0.726116294496852
WOS:000570969100001,2021,Article,26,0.6616006053234071
WOS:000536772200007,2020,Article,26,0.7057764536709157
WOS:000525587300001,2020,Article,26,0.6003140603908976
WOS:000654695500001,2021,Article,26,0.7938467976793864
WOS:000584418600001,2021,Article,26,0.3997472962311012
WOS:001111595700001,2023,Article,26,0.6071924951911043
WOS:001012814000001,2023,Article,26,0.9439787890574604
WOS:000989292100001,2023,Article,26,0.6538649227934972
WOS:001106662400016,2023,Article,26,0.7803725826267939
WOS:000687907400001,2021,Article,26,0.7457669766752457
WOS:000614814100001,2021,Article,26,0.8503606277322816
WOS:001413110200001,2025,Article,26,0.2931959786377137
WOS:000655747100006,2021,Article,26,0.7640770430188285
WOS:000997680600001,2023,Article,26,0.6607270686625641
WOS:000899069900001,2023,Article,26,0.9209823856211061
WOS:000647661600001,2021,Article,26,0.8027836574979971
WOS:001092376900001,2023,Article,26,0.9413750530097961
WOS:000526062200014,2020,Article,26,0.8993354745935405
WOS:000844886600001,2022,Article,26,0.8077309260627873
WOS:000961277900001,2023,Article,14,0.5743716010815076
WOS:001394953500001,2025,Article,5,0.727256973321077
WOS:000589907600001,2020,Article,14,0.7322935155774822
WOS:001609112600005,2025,Article,26,0.8190868517731382
WOS:001144608500001,2024,Article,26,0.8499892245948104
WOS:000712688800001,2021,Article,21,0.43088024636529637
WOS:000892084100001,2022,Article,26,0.4989660169693901
WOS:000600203100019,2020,Article,26,0.8198177314994494
WOS:001241630700001,2024,Article,26,0.5627176959076585
WOS:000518572800014,2020,Article,26,0.5818790485553136
WOS:001523748400001,2025,Article,26,0.7469049253048309
WOS:001418469900001,2025,Article,21,0.44319778809597804
WOS:001346814800006,2024,Article,26,0.8730818156633456
WOS:001367441900001,2024,Article,31,0.336053782062854
WOS:001413903100001,2025,Article,26,0.3880910869621696
WOS:001200000300001,2024,Article,26,0.8746053202032742
WOS:000855650200001,2022,Article,5,0.5298808962462133
WOS:001379554300001,2025,Article,26,0.6211950500892395
WOS:001144981000001,2024,Article,26,0.7968522989582091
WOS:000704357600004,2021,Article,26,0.6321547989483671
WOS:000526062800018,2020,Article,26,0.43855448106416506
WOS:001254884800002,2023,Article,26,0.7602127500037038
WOS:000605981200014,2020,Article,22,0.3774680690421817
WOS:001006920000008,2023,Article,14,0.3580508800569338
WOS:000638277400001,2021,Article,2,0.43399100665862794
WOS:000804364400004,2022,Article,22,0.5222351560309872
WOS:001255252600010,2024,Article,30,0.5600681219621856
WOS:001484184000001,2025,Article,13,0.3796022737429489
WOS:000762362400024,2022,Article,13,0.3916140661119769
WOS:000792895400003,2022,Article,3,0.5178907228474554
WOS:001366626800001,2024,Article,5,0.363049633175607
WOS:001636829700001,2025,Article,4,0.4048191016919552
WOS:001567874100002,2025,Article,5,0.4819337038619406
WOS:001539221500001,2025,Article,5,0.4006664131275644
WOS:001518758900001,2025,Article,18,0.37344636907986584
WOS:001430594800009,2025,Article,15,0.522386390260911
WOS:001152626300021,2023,Article,30,0.3164753840252867
WOS:000595939400005,2020,Article,8,0.45184089430097496
WOS:000678397200001,2022,Article,30,0.37671053857017894
WOS:001103872800001,2023,Article,3,0.3306358423103862
WOS:000693668700028,2021,Article,19,0.29240636944808673
WOS:001109157700001,2024,Article,30,0.32536428467136225
WOS:001014568000001,2023,Article,12,0.3381260913991776
WOS:000555709500030,2020,Article,2,0.27871735115243224
WOS:000509438000014,2020,Article,21,0.5674240411000586
WOS:001038684700003,2023,Article,30,0.2670607330542706
WOS:001358507500001,2024,Article,6,0.5060291451047351
WOS:001267523400030,2024,Article,9,0.4932395587527656
WOS:001206952800001,2024,Article,8,0.4094457033663878
WOS:000664757300001,2022,Article,5,0.3285899365006457
WOS:000721056800019,2021,Article,9,0.43884424431338986
WOS:001546720300001,2025,Article; Early Access,30,0.30744592476268334
WOS:000885910300001,2022,Article,2,0.43063488164830194
WOS:000751306500001,2022,Article,24,0.7269183337831128
WOS:000750907200001,2022,Article,14,0.6455907327577762
WOS:000656501300001,2021,Article,13,0.36138089816068947
WOS:001222802300001,2024,Article,27,0.20502402897486344
WOS:000756477600001,2022,Article,29,0.36001434980866037
WOS:000559400500011,2020,Article,5,0.7757496985879223
WOS:000712991700003,2021,Article,13,0.554746405813825
WOS:001248904100001,2024,Article,3,0.3906493184381919
WOS:001445612700003,2025,Article,29,0.47606082818565704
WOS:000635975800025,2021,Article,8,0.44459738001936017
WOS:001343863500001,2024,Article,25,0.33285452567464524
WOS:001368143000001,2024,Article,25,0.28117218315233133
WOS:001434996900005,2025,Article,4,0.5998028051575109
WOS:001174958100001,2024,Article,25,0.281506444222501
WOS:000952797400001,2023,Article,25,0.37020986531259925
WOS:001286378600001,2024,Article,24,0.37701200308328275
WOS:001528723700001,2025,Article,27,0.35636536460436413
WOS:001507514400001,2025,Article,12,0.342364950382766
WOS:001564167100001,2025,Article,14,0.5685770549663548
WOS:001028089100001,2023,Article,28,0.323607708432404
WOS:000542285100001,2021,Article,24,0.7992762239694847
WOS:000706427300001,2022,Article,17,0.1911806552298577
WOS:000727579500028,2021,Article,13,0.7296757160656876
WOS:000804588600001,2022,Article,11,0.2830218821409938
WOS:000630401400001,2021,Article,25,0.5442772800801814
WOS:000528833700001,2020,Article,4,0.3432896270147815
WOS:001535287100005,2025,Article,25,0.3307962836536182
WOS:000550046500001,2021,Article,19,0.5025353333208749
WOS:000651500900005,2021,Article,14,0.40212486099899186
WOS:001451208800001,2025,Article,8,0.6075663524644836
WOS:000622206000001,2021,Article,25,0.48053605469036437
WOS:000918084800004,2023,Article,13,0.27648549510391357
WOS:001022984500001,2023,Article,24,0.4990766239730587
WOS:000944449800001,2023,Article,9,0.3546474570897182
WOS:001294710500001,2024,Article,5,0.446455091663036
WOS:000537668900001,2021,Article,19,0.4111203716377182
WOS:000660891200061,2021,Article,24,0.4516470269286751
WOS:000560776700004,2020,Article,16,0.3435257268849519
WOS:000733204000001,2022,Article,19,0.3342638852446583
WOS:000726182700001,2021,Article,16,0.2799191694666347
WOS:000797924900016,2022,Article,1,0.46210893034328177
WOS:000740067000001,2023,Article,3,0.2766888191413414
WOS:000999310500001,2024,Article,14,0.2405812081004483
WOS:000591588800020,2020,Article,4,0.4123912451678642
WOS:001220772400001,2024,Article,24,0.7526540475442167
WOS:000733134000001,2022,Article,25,0.5505514517663963
WOS:001187009600001,2024,Article,0,0.7560166490980421
WOS:001114900300001,2024,Article,14,0.804156686852222
WOS:000566727300004,2020,Article,11,0.5460131394516553
WOS:000532055500001,2021,Article,9,0.6299017321759742
WOS:000811808900001,2022,Article,26,0.9676458221210841
WOS:001476435500001,2025,Article,25,0.355534899545323
WOS:000574973700001,2020,Article,9,0.49620524785450343
WOS:000557952700001,2021,Article,0,0.47782172125384337
WOS:000635696700001,2021,Article,28,0.3537163690690286
WOS:000803999100001,2022,Article,24,0.873864569482501
WOS:001321280300001,2024,Article,16,0.5774376265427185
WOS:001057255900001,2023,Article,5,0.474876471576628
WOS:000923554300008,2022,Article,31,0.37892587627211144
WOS:000715610200001,2021,Article,22,0.6166641232566887
WOS:001459009100001,2025,Article,25,0.3769371434168847
WOS:000614028200008,2021,Article,9,0.2617310914942899
WOS:001000897200001,2023,Article,11,0.2406092434638712
WOS:001591165000002,2025,Article,11,0.3898102010815526
WOS:001017071600001,2023,Article,14,0.4649422868348627
WOS:000662934100007,2021,Article,14,0.31975298060338875
WOS:000683776500029,2021,Article,14,0.5287435545074926
WOS:000877325400004,2022,Article,8,0.23822889145041834
WOS:000734753600001,2021,Article,14,0.509410055466661
WOS:001563508500001,2025,Article; Early Access,11,0.2596746503267109
WOS:000785064800001,2022,Article,14,0.6886356330946146
WOS:000728719200001,2022,Article,14,0.3433530432399929
WOS:000506059500008,2020,Article,14,0.4779671354944355
WOS:001489388500001,2025,Article,4,0.41819134301067956
WOS:000585597600001,2020,Article,6,0.43107868766719976
WOS:000524913300016,2020,Article,4,0.2237669696673475
WOS:001069133600007,2023,Article,11,0.38222787581184925
WOS:000984449900002,2024,Article,25,0.6015452995751412
WOS:000691058400013,2021,Article,9,0.32892519287097216
WOS:001387638000001,2024,Article,14,0.45316348814446317
WOS:001025680700002,2023,Article,22,0.4643783236455907
WOS:000537354300001,2021,Article,25,0.5197102588317806
WOS:001032229800001,2025,Article,0,0.4422214652417037
WOS:001026169800002,2022,Article,14,0.4324373122841314
WOS:000825210300001,2022,Article,31,0.2878213762590261
WOS:000777199600001,2022,Article,0,0.5818728131180548
WOS:000773521500001,2023,Article,9,0.5129822272470185
WOS:001125694700001,2021,Article,14,0.40240283016231726
WOS:000634597000009,2021,Article,9,0.6248804061641298
WOS:001138054600001,2024,Article,31,0.3026587920750511
WOS:001118469000001,2024,Article,9,0.6292051977024349
WOS:000640643900001,2021,Article,8,0.26673931880940055
WOS:000582149100001,2021,Article,5,0.33087758616675866
WOS:001290043300001,2024,Article,3,0.3163933716671738
WOS:000811227200001,2022,Article,25,0.336301766521051
WOS:001346915400005,2024,Article,14,0.5538941008566786
WOS:001147687800003,2024,Article,14,0.47910671301711416
WOS:000605720900001,2021,Article,0,0.628125387366786
WOS:001590955000001,2025,Article,14,0.6146225601265353
WOS:001272166000001,2025,Article,9,0.25273915559772353
WOS:000911529700001,2023,Article,9,0.3338937725491827
WOS:000690836000001,2022,Article,9,0.5212422001547808
WOS:000614504500001,2021,Article,31,0.5296359239497123
