topic,display_name,label_keywords,n_documents,n_contemporary,contemporary_share,mean_citations,median_citations,citations_per_doc,early_n,late_n,acceleration_log_ratio,kendall_tau,kendall_p,trend,volume_z,growth_z,accel_z,citation_z,contemporary_z,research_opportunity_index,gap_score,theme_class
91,Adverse childhood experiences (ACE),"workplace, nurse, healthcare, worker, healthcare worker, verbal, staff, occupational",78,61,0.782051282051282,8.128205128205128,4.0,8.128205128205128,17,52,1.0799201556559572,0.14285714285714288,0.7726190476190476,stable,-1.0176800598318452,0.4473833950422865,1.421305695907458,-0.39234118795447515,1.09705041168251,3.591078374509624,1.8174180667381492,emerging niche (high gap potential)
75,"Family Member, Family Function, Family Environment, Family Dynamic","family member, family function, family environment, family dynamic, incest, family origin, family relationship, cohesion",94,78,0.8297872340425532,5.372340425531915,3.0,5.372340425531915,16,55,1.192138346678933,-0.04761904761904762,1.0,stable,-0.6499207152578541,-0.013564347636109053,1.761575311222253,-1.1498443470939625,1.8866371483385933,3.1347244800886287,1.0047527682440605,underexplored
73,"Caregiver, Caregiver Support, Caregiver Experience, Caregiverchild","caregiver, caregiver support, caregiver experience, caregiverchild, nonoffending, caregiving, family caregiver, experience caregiver",95,74,0.7789473684210526,7.473684210526316,3.0,7.473684210526316,21,48,0.8007778447523106,0.5238095238095238,0.1361111111111111,stable,-0.6290404981612051,1.3692788803990776,0.5748863597606155,-0.5722490268203108,1.0457094635727215,3.046666175073309,2.235049596936488,emerging
57,"Young People, People Experience, Harmful, Helpseeking","young people, people experience, harmful, helpseeking, barrier, app, safety, practitioner",118,93,0.788135593220339,5.788135593220339,3.0,5.788135593220339,25,70,1.0045833390198333,0.5238095238095238,0.1361111111111111,stable,-0.20076941604607498,1.3692788803990776,1.1928683152820065,-1.035554936306345,1.1976892635410483,2.9250509389618626,1.651115460062504,emerging
60,"Disease, Cardiovascular, Heart, Cardiovascular Disease","disease, cardiovascular, heart, cardiovascular disease, diabetes, cvd, reactivity, type diabetes",114,86,0.7543859649122807,11.675438596491228,6.0,11.675438596491228,28,62,0.7758388964050588,0.23809523809523814,0.5619047619047619,stable,-0.268948450914951,0.6778572663814844,0.49926612133833076,0.5826851098988225,0.639446308964834,2.6682032574984227,1.5578714267282636,emerging
50,"Trait, Personality Trait, Personality Function, Personality Pathology","trait, personality trait, personality function, personality pathology, pd, pathology, maladaptive personality, traits",120,96,0.8,7.241666666666666,3.0,7.241666666666666,24,68,1.0152306797290584,0.14285714285714288,0.7726190476190476,stable,-0.1675346048322927,0.4473833950422865,1.2251533351546922,-0.6360235736182672,1.3939350246651983,2.5979827860762024,0.9938737253980447,transitional / stable
7,COVID-19 pandemic impact,"covid, pandemic, covid pandemic, lockdown, impact covid, coronavirus, pandemicrelated, outbreak",270,203,0.7518518518518519,19.762962962962963,5.0,19.762962962962963,67,139,0.7221347174331975,-0.04761904761904762,1.0,stable,1.440318255122471,-0.013564347636109053,0.33642353625503796,2.8056989070846323,0.5975302692037029,2.285770109784793,0.24773198538558755,saturated / mature
65,Psychosis & psychotic-like experiences,"ct, schizophrenia, psychosis, relationship ct, fep, lifestyle, cortical, antipsychotic",105,79,0.7523809523809524,8.904761904761905,5.0,8.904761904761905,26,62,0.8472978603872037,0.23809523809523814,0.5619047619047619,stable,-0.4314490256854133,0.6778572663814844,0.7159450212861999,-0.1788894133001048,0.6062819698131693,2.252643869866162,1.32300257032343,emerging
90,"Gut, Microbiome, Ibs, Axis","gut, microbiome, ibs, axis, composition, gut microbiome, bowel, bowel syndrome",81,56,0.691358024691358,18.567901234567902,10.0,18.567901234567902,25,42,0.5031035776720804,-0.23809523809523814,0.5619047619047619,stable,-0.9433593141055435,-0.4745120903145047,-0.3277258408563525,2.477212884622121,-0.4030808338120227,2.2152534337447847,1.505913249196088,underexplored
95,"Sibling, Ssa, Incest, Intrafamilial","sibling, ssa, incest, intrafamilial, harmful, disclosure, professional, familial",74,54,0.7297297297297297,7.864864864864865,4.0,7.864864864864865,20,40,0.6690496289808848,0.4285714285714286,0.2388888888888889,stable,-1.1212899881987126,1.13880500905988,0.17545816636307474,-0.4647253950657224,0.2316145707484207,2.2024423393043655,2.143539585099942,emerging
70,"Ptg, Heal, Inquiry, Recovery","ptg, heal, inquiry, recovery, growth, posttraumatic growth, redress, theme",97,74,0.7628865979381443,5.360824742268041,3.0,5.360824742268041,23,53,0.8109302162163288,0.5238095238095238,0.1361111111111111,stable,-0.5879247629012528,1.3692788803990776,0.6056705267579883,-1.1530096572209703,0.7800528499557811,2.1899173627931297,1.770725239667736,emerging
46,"Perceive Social, Role Social, Support Depressive, Buffer","perceive social, role social, support depressive, buffer, support cop, support social, cm, social relationship",126,92,0.7301587301587301,12.087301587301587,7.0,12.087301587301587,34,67,0.664159643686693,0.33333333333333337,0.3813492063492063,stable,-0.07102984489523617,0.9083311377206822,0.1606306825141417,0.6958936851851398,0.23871054421555565,2.0745958945307557,1.4466630973162662,emerging
94,"Reward, Task, Neural, Processing","reward, task, neural, processing, reward sensitivity, decisionmaking, striatum, monetary",75,57,0.76,10.96,7.0,10.96,18,38,0.719122666963206,-0.23809523809523814,0.5619047619047619,stable,-1.0948784429713088,-0.4745120903145047,0.3272903534315607,0.38603285897854617,0.7323064585894941,2.065996023656405,1.1795360114408242,underexplored
52,"Selfesteem, Rosenberg, Rosenberg Selfesteem, Role Selfesteem","selfesteem, rosenberg, rosenberg selfesteem, role selfesteem, momentary, depression selfesteem, esteem, cyberbullying",119,91,0.7647058823529411,9.428571428571429,4.0,9.428571428571429,28,74,0.9501922835498364,-0.04761904761904762,1.0,stable,-0.1840827704477505,-0.013564347636109053,1.0279429733866607,-0.03491015020777028,0.8101451134219287,1.9736963594124606,0.5581359044187206,transitional / stable
99,"Adhd, Hyperactivity, Deficit Hyperactivity, Attentiondeficit","adhd, hyperactivity, deficit hyperactivity, attentiondeficit, attentiondeficit hyperactivity, hyperactivity adhd, attention deficit, deficit",67,49,0.7313432835820896,7.1940298507462686,5.0,7.1940298507462686,18,35,0.6390799592896695,0.33333333333333337,0.3813492063492063,stable,-1.3166670878622515,0.9083311377206822,0.08458370221444683,-0.6491174814999005,0.2583039037889899,1.91876835008647,2.0295914367274785,emerging
81,"Childbirth, Maternity, Mistreatment, Obstetric","childbirth, maternity, mistreatment, obstetric, respectful, birth, facility, delivery",88,65,0.7386363636363636,10.863636363636363,6.0,10.863636363636363,23,49,0.7339691750802005,-0.06666666666666665,1.0,stable,-0.7800130894019198,-0.059659121903948564,0.3723081492067874,0.3595454342146172,0.37893665625360695,1.8311442071729829,1.0895950127320835,underexplored
30,"Emotion Regulation, Dysregulation, Emotion Dysregulation, Regulation Strategy","emotion regulation, dysregulation, emotion dysregulation, regulation strategy, difficulty emotion, suppression, er, regulation difficulty",165,125,0.7575757575757576,9.50909090909091,5.0,9.50909090909091,40,92,0.819027426448948,0.33333333333333337,0.3813492063492063,stable,0.46297613956985506,0.9083311377206822,0.6302230042650643,-0.012777800674568341,0.6922077576152087,1.755007959356532,0.7850699766211473,emerging
103,Adverse childhood experiences (ACE),"racial, black, american, discrimination, white, racial discrimination, african american, race",65,43,0.6615384615384615,15.738461538461538,6.0,15.738461538461538,22,32,0.3610133455373305,0.04761904761904762,1.0,stable,-1.3761951655071736,0.21690952370308875,-0.758573889534861,1.6994862036583518,-0.8963177040583921,1.637699299275361,1.994688939010242,emerging niche (high gap potential)
1,Adverse childhood experiences (ACE),"ace, experience ace, household dysfunction, ace exposure, relationship ace, ace ace, disease, exposure ace",758,583,0.7691292875989446,13.54485488126649,5.0,13.54485488126649,175,453,0.9476132030031962,0.8095238095238096,0.010714285714285714,increasing,3.493948653326862,2.0607004944166714,1.0201226482016694,1.0965306336251675,0.8833113951740545,1.566716518090701,-0.44332714451057964,emerging
33,"Dissociation, Dissociative, Dissociative Experience, Identity","dissociation, dissociative, dissociative experience, identity, dissociative identity, depersonalization, amnesia, psychotic",146,110,0.7534246575342466,7.636986301369863,3.0,7.636986301369863,36,76,0.7328875092094594,0.4285714285714286,0.2388888888888889,stable,0.22058990000673137,1.13880500905988,0.36902830637220757,-0.5273622623909546,0.6235455984126661,1.3834267514470677,0.9663067770640044,emerging
83,"Experience Adverse, Household Dysfunction, Capital, Deviant","experience adverse, household dysfunction, capital, deviant, frailty, social capital, dementia, relationship adverse",87,64,0.735632183908046,12.770114942528735,8.0,12.770114942528735,23,44,0.6286086594223741,-0.33333333333333337,0.3813492063492063,stable,-0.802544882950741,-0.7049859616537024,0.052832475918516114,0.8835782522778122,0.3292453781065939,1.3632150275999608,0.7039707364892416,underexplored
62,"Mindfulness, Satisfaction, Couple, Relationship Satisfaction","mindfulness, satisfaction, couple, relationship satisfaction, relationship quality, romantic, romantic relationship, marital",113,82,0.7256637168141593,6.920353982300885,4.0,6.920353982300885,31,65,0.723918839226699,0.4285714285714286,0.2388888888888889,stable,-0.2863637800633227,1.13880500905988,0.3418333760574387,-0.7243426312420225,0.16435981337406727,1.2070193473126862,1.145177380189225,emerging
14,Adverse childhood experiences (ACE),"role resilience, connordavidson, connordavidson resilience, resilience depression, cdrisc, family resilience, relationship resilience, ace",218,158,0.7247706422018348,15.931192660550458,7.0,15.931192660550458,60,114,0.6340582641899388,0.04761904761904762,1.0,stable,1.015493298375418,0.21690952370308875,0.06935684599588854,1.7524621112583294,0.14958772149529603,1.1728229040771847,0.1524411417044835,transitional / stable
55,"Psychotherapy, Chronic Depression, Antidepressant, Major Depression","psychotherapy, chronic depression, antidepressant, major depression, rumination, relationship depression, treatmentresistant, persistent depressive",119,83,0.6974789915966386,13.142857142857142,6.0,13.142857142857142,36,66,0.5937747067467416,0.04761904761904762,1.0,stable,-0.1840827704477505,0.21690952370308875,-0.05279153716510635,0.9860337153560563,-0.3018356698985811,1.0323988024432083,0.7430913168795769,transitional / stable
48,"Teacher, Classroom, Attitude, Learner","teacher, classroom, attitude, learner, educator, preschool, teach, csa",122,92,0.7540983606557377,5.377049180327869,2.0,5.377049180327869,30,70,0.8286926725561693,0.23809523809523814,0.5619047619047619,stable,-0.13484465119755923,0.6778572663814844,0.659530102738552,-1.1485500540069007,0.6346891291684876,0.9583710954791826,0.555771455159837,emerging
42,College students & campus prevention,"college, college student, student experience, academic, harassment, campus, assault, nursing student",132,96,0.7272727272727273,7.151515151515151,3.0,7.151515151515151,36,68,0.623188591953035,0.5238095238095238,0.1361111111111111,stable,0.021019228844867913,1.3692788803990776,0.036397669262306115,-0.6608034757165966,0.1909739954366459,0.914827840536565,1.1133449114142346,emerging
43,"Traumainformed, Traumainformed Care, Traumainformed Practice, Principle","traumainformed, traumainformed care, traumainformed practice, principle, training, implementation, traumainformed approach, staff",132,96,0.7272727272727273,9.613636363636363,4.0,9.613636363636363,36,71,0.665748206371831,0.14285714285714288,0.7726190476190476,stable,0.021019228844867913,0.4473833950422865,0.16544754517114765,0.015958556380637017,0.1909739954366459,0.7987442631858491,0.5298304421060601,transitional / stable
72,"Aggression, Aggressive, Reactive, Relational Aggression","aggression, aggressive, reactive, relational aggression, trait, anger, proactive, relational",96,71,0.7395833333333334,9.010416666666666,6.0,9.010416666666666,25,46,0.5920510636885765,-0.04761904761904762,1.0,stable,-0.6083766602642159,-0.013564347636109053,-0.05801799247502813,-0.14984814148318532,0.3946002113216875,0.7815463899915809,0.7171883475473579,underexplored
6,"Attachment, Attachment Style, Style, Insecure","attachment, attachment style, style, insecure, insecure attachment, attachment anxiety, attachment insecurity, anxious",306,231,0.7549019607843137,9.359477124183007,5.0,9.359477124183007,75,179,0.8622235106038793,0.33333333333333337,0.3813492063492063,stable,1.6890330375172207,0.9083311377206822,0.7612027928761157,-0.0539020672645131,0.6479812491876883,0.5745800750027521,-0.4836623088349509,emerging
89,Adverse childhood experiences (ACE),"bully, bullying, bully victimization, perpetration, peer bully, workplace, experience bully, cyberbullying",82,58,0.7073170731707317,10.841463414634147,7.0,10.841463414634147,24,46,0.6312717768418578,-0.33333333333333337,0.3813492063492063,stable,-0.9191888058945616,-0.7049859616537024,0.06090761891988835,0.3534507667585823,-0.13910677477850653,0.48945445514082336,0.3213748402308971,underexplored
26,"Eat, Ed, Eating, Binge Eat","eat, ed, eating, binge eat, binge, nervosa, anorexia, disorder",179,126,0.7039106145251397,12.145251396648044,7.0,12.145251396648044,53,95,0.5753641449035618,0.23809523809523814,0.5619047619047619,stable,0.6244318924602356,0.6778572663814844,-0.1086163079888083,0.7118223204366787,-0.19545203350548646,0.4611793528636329,0.3116105173868449,emerging
67,"Alexithymia, Toronto, Toronto Alexithymia, Ta","alexithymia, toronto, toronto alexithymia, ta, feeling, alexithymia ta, difficulty identify, somatic",100,68,0.68,9.86,5.0,9.86,32,53,0.49247648509779424,0.14285714285714288,0.7726190476190476,stable,-0.5277983229075028,0.4473833950422865,-0.359949464042603,0.08367640648464322,-0.5909506735619123,0.10795798682991731,0.7215445844111548,emerging niche (high gap potential)
101,"Divorce, Alienation, Parental Education, Parental Divorce","divorce, alienation, parental education, parental divorce, pa, paternal, violence parental, warmth",67,48,0.7164179104477612,5.925373134328358,3.0,5.925373134328358,19,33,0.5306282510621704,-0.04761904761904762,1.0,stable,-1.3166670878622515,-0.013564347636109053,-0.24426512971199152,-0.9978325216896118,0.01142757316372667,0.07243266198826581,0.8099002659631999,underexplored
76,"Narrative, Story, Autonomy, Psychoanalysis","narrative, story, autonomy, psychoanalysis, write, voice, writing, conception",93,69,0.7419354838709677,2.3225806451612905,1.0,2.3225806451612905,24,49,0.6931471805599453,0.23809523809523814,0.5619047619047619,stable,-0.6710218911349954,0.6778572663814844,0.24852710938459,-1.9881302999589132,0.4335064610069182,0.04278242794907472,0.5715672380404823,emerging
53,"Adverse Event, Growth, Mortality, Trajectory","adverse event, growth, mortality, trajectory, dementia, asthma, ptg, frailty",119,85,0.7142857142857143,13.806722689075631,7.0,13.806722689075631,34,64,0.6190392084062235,-0.6190476190476191,0.06904761904761905,stable,-0.1840827704477505,-1.3964075756712957,0.023815848700094337,1.1685101076174647,-0.02384047406845274,-0.04383932297443893,-0.6399899884490392,transitional / stable
66,"Aud, Drinking, Drink, Alcoholrelated","aud, drinking, drink, alcoholrelated, consumption, alcohol consumption, alcohol problem, alcohol misuse",103,73,0.7087378640776699,7.29126213592233,4.0,7.29126213592233,30,52,0.5363047090669756,0.14285714285714288,0.7726190476190476,stable,-0.4694319362435968,0.4473833950422865,-0.22705289198085407,-0.6223912916692556,-0.11560587851723267,-0.04823473088145902,0.5478167461926392,transitional / stable
49,"Woman Experience, Reproductive, Premenstrual, Family Plan","woman experience, reproductive, premenstrual, family plan, smi, syndrome, planning, marriage",121,87,0.71900826446281,5.909090909090909,3.0,5.909090909090909,34,65,0.6343066805370119,0.23809523809523814,0.5619047619047619,stable,-0.15112263965488704,0.6778572663814844,0.070110097621903,-1.0023080088364313,0.05427387847885635,-0.048944126699300594,0.3549628408575839,emerging
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain","pain, chronic pain, pelvic, pelvic pain, fibromyalgia, catastrophizing, interference, opioid",183,133,0.726775956284153,9.256830601092895,5.0,9.256830601092895,50,99,0.6733445532637655,0.04761904761904762,1.0,stable,0.6682587668360112,0.21690952370308875,0.18848129764169935,-0.08211646597574912,0.182757048515686,-0.16222736295128615,-0.40102895186295395,transitional / stable
87,Psychosis & psychotic-like experiences,"schizophrenia, schizophrenia spectrum, psychosis, spectrum, psychotic, social functioning, functioning, panss",83,57,0.6867469879518072,10.132530120481928,5.0,10.132530120481928,26,34,0.2595111954850846,0.04761904761904762,1.0,stable,-0.8953077718094452,0.21690952370308875,-1.0663501710544134,0.15858662505432655,-0.4793506744648067,-0.27489692495235973,0.9518352708072939,emerging niche (high gap potential)
69,"Prevention Program, Schoolbased, Skill, Curriculum","prevention program, schoolbased, skill, curriculum, implementation, effectiveness, safety, posttest",98,72,0.7346938775510204,5.285714285714286,2.0,5.285714285714286,26,53,0.6931471805599453,-0.14285714285714288,0.7726190476190476,stable,-0.5676805025991876,-0.24403821897530686,0.24852710938459,-1.1736552310289619,0.3137251208681311,-0.2877607171523602,-0.10632277145653468,underexplored
84,"Cortical, Matter, Thickness, Cortical Thickness","cortical, matter, thickness, cortical thickness, gray, gray matter, volume, white matter",86,58,0.6744186046511628,12.767441860465116,6.0,12.767441860465116,28,46,0.4828517717235845,-0.4285714285714286,0.2388888888888889,stable,-0.8253341882856149,-0.9354598329929001,-0.389133658579182,0.8828435035414657,-0.6832709385957326,-0.2996867383407342,-0.010339362234418725,underexplored
47,"Memory, False, Autobiographical, Autobiographical Memory","memory, false, autobiographical, autobiographical memory, recover, recall, repress, work memory",124,89,0.717741935483871,6.830645161290323,3.5,6.830645161290323,35,62,0.5596157879354227,0.14285714285714288,0.7726190476190476,stable,-0.10268197792882552,0.4473833950422865,-0.15636870284154325,-0.7490008502221714,0.03332789281596886,-0.32197628727663374,0.19222889426801074,transitional / stable
93,"Ocd, Obsessivecompulsive, Obsessive Compulsive, Obsessive","ocd, obsessivecompulsive, obsessive compulsive, obsessive, compulsive, contamination, compulsion, onset",76,52,0.6842105263157895,8.368421052631579,4.0,8.368421052631579,24,42,0.5423242908253617,-0.23809523809523814,0.5619047619047619,stable,-1.0688121565989812,-0.4745120903145047,-0.20880022946143567,-0.32631315637072505,-0.5213055613434178,-0.4621188808911021,0.17049070742740507,underexplored
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance","sleep, sleep quality, sleep disturbance, disturbance, sleep problem, sleep duration, duration, insomnia",170,124,0.7294117647058823,9.670588235294117,6.0,9.670588235294117,46,93,0.6931471805599453,-0.23809523809523814,0.5619047619047619,stable,0.5221508828446634,-0.4745120903145047,0.24852710938459,0.03161288899638834,0.22635520217866115,-0.4901677725995286,-0.8676789275716433,saturated / mature
35,"Disability, Intellectual, Intellectual Disability, Id","disability, intellectual, intellectual disability, id, sexuality, developmental disability, sexuality education, disabled",144,105,0.7291666666666666,7.020833333333333,4.0,7.020833333333333,39,75,0.6418538861723947,-0.04761904761904762,1.0,stable,0.19327382198427048,-0.013564347636109053,0.09299484326646221,-0.6967239220356037,0.22230110557280514,-0.5882661428167159,-0.44404957785177884,transitional / stable
41,"Externalize, Internalize, Internalize Externalize, Externalize Problem","externalize, internalize, internalize externalize, externalize problem, internalize problem, externalize internalize, externalize behavior, conduct problem",133,91,0.6842105263157895,10.578947368421053,5.0,10.578947368421053,42,62,0.38193461069797024,0.04761904761904762,1.0,stable,0.035955946720080144,0.21690952370308875,-0.6951361279454573,0.28129311179884015,-0.5213055613434178,-0.7541950005070264,0.060947352210719785,transitional / stable
104,"Hr Ci, Hr, Ci Ci, Schoolchildren","hr ci, hr, ci ci, schoolchildren, mortality, intercourse, rr ci, difference ci",61,39,0.639344262295082,17.39344262295082,6.0,17.39344262295082,22,27,0.1967102942460543,-0.8666666666666666,0.016666666666666666,decreasing,-1.500863415225384,-1.9956396411532096,-1.2567759684338426,2.154390030613525,-1.2634256095732832,-0.8605877733214264,-0.04929401540770484,underexplored
59,"Intimate, Intimate Partner, Partner Violence, Coercive","intimate, intimate partner, partner violence, coercive, economic, violence woman, domestic, experience intimate",115,78,0.6782608695652174,9.652173913043478,6.0,9.652173913043478,37,58,0.43995128417933366,-0.04761904761904762,1.0,stable,-0.25168390572918414,-0.013564347636109053,-0.5192171348892806,0.026551353404767785,-0.6197171329565094,-0.8742633563479469,-0.058463331682795716,transitional / stable
80,College students & campus prevention,"date violence, perpetration, dv, cyber, violence perpetration, victimization perpetration, violence victimization, romantic",89,63,0.7078651685393258,7.314606741573034,4.0,7.314606741573034,26,41,0.44183275227903923,-0.23809523809523814,0.5619047619047619,stable,-0.7577330530041813,-0.4745120903145047,-0.5135121202149414,-0.6159745715334229,-0.13004088595861488,-0.9763066150173025,-0.08978676605634235,underexplored
45,Adverse childhood experiences (ACE),"foster, foster care, outofhome, placement, outofhome care, welfare, residential, residential care",126,88,0.6984126984126984,6.563492063492063,4.0,6.563492063492063,38,68,0.5705448584676129,-0.04761904761904762,1.0,stable,-0.07102984489523617,-0.013564347636109053,-0.1232294177413651,-0.8224330892431155,-0.286391492352463,-1.1745885020778164,-0.4969467935386621,transitional / stable
37,"Parentchild, Parentchild Relationship, Parenting, Parentchild Interaction","parentchild, parentchild relationship, parenting, parentchild interaction, foster parent, parent parent, autistic, caregiver",140,97,0.6928571428571428,6.5285714285714285,3.0,6.5285714285714285,43,78,0.5852582185487603,0.04761904761904762,1.0,stable,0.13749277177299055,0.21690952370308875,-0.07861535535842208,-0.8320317067826044,-0.37828434875186595,-1.2095146589627943,-0.5257412758371369,transitional / stable
40,"Depression Anxiety, Anxiety Depression, Anxiety Depressive, Trait Anxiety","depression anxiety, anxiety depression, anxiety depressive, trait anxiety, migraine, depressive anxiety, social anxiety, gad",134,92,0.6865671641791045,11.029850746268657,6.0,11.029850746268657,42,73,0.5428649775106072,-0.4285714285714286,0.2388888888888889,stable,0.05078160990380479,-0.9354598329929001,-0.20716075150588154,0.4052326988384031,-0.48232508808679797,-1.2704945836509813,-1.0247876375209022,transitional / stable
39,Maternal & infant mental health,"mother, maternal, intergenerational, transmission, intergenerational transmission, motherchild, maternal depression, offspring",135,96,0.7111111111111111,7.029629629629629,4.0,7.029629629629629,39,58,0.38865798979178323,0.04761904761904762,1.0,stable,0.06549785760216514,0.21690952370308875,-0.6747494010074079,-0.6943060884508461,-0.07635067772525442,-1.2939945010825848,-0.23391671698712663,transitional / stable
98,"Infection, Genital, Vaginal, Lesion","infection, genital, vaginal, lesion, sti, yearold, sexually, rare",68,48,0.7058823529411765,2.161764705882353,1.0,2.161764705882353,20,35,0.5389965007326869,-0.2,0.7194444444444444,stable,-1.2875564611848362,-0.3823225417788255,-0.2188908025170199,-2.0323336971451442,-0.16283807198351602,-1.508828652239669,-0.1923519651583194,underexplored
97,"Cop Strategy, Cop Style, Style, Religious","cop strategy, cop style, style, religious, coping, avoidant, coping style, fatigue",73,46,0.6301369863013698,7.041095890410959,4.0,7.041095890410959,27,36,0.2787134024690205,0.14285714285714288,0.7726190476190476,stable,-1.1480560613873136,0.4473833950422865,-1.0081249624313198,-0.6911543630570164,-1.4157205299028592,-1.5195603989615953,0.5420020099496623,emerging niche (high gap potential)
56,"Polyvictimization, Victimization Experience, Type Victimization, Violent Victimization","polyvictimization, victimization experience, type victimization, violent victimization, cyberbullying victimization, minority, revictimization, assault",118,82,0.6949152542372882,8.14406779661017,5.0,8.14406779661017,36,57,0.44952509790219486,-0.33333333333333337,0.3813492063492063,stable,-0.20076941604607498,-0.7049859616537024,-0.4901872790087264,-0.3879810241853519,-0.3442417167201248,-1.7266265655218305,-0.8703279160603657,transitional / stable
54,"Veteran, Military, Combat, Military Veteran","veteran, military, combat, military veteran, military service, personnel, deployment, service member",119,81,0.680672268907563,8.38655462184874,5.0,8.38655462184874,38,49,0.24846135929849972,-0.04761904761904762,1.0,stable,-0.1840827704477505,-0.013564347636109053,-1.0998556435114675,-0.3213287912256764,-0.5798308657287077,-1.8304968776542103,-0.2800614056655506,transitional / stable
