topic,display_name,term,log_odds_P4_vs_P1,count_P1,count_P4
14,Adverse childhood experiences (ACE),latinx,-3.4561314698284304,6,0
14,Adverse childhood experiences (ACE),characteristic,-3.4561314698284304,6,0
14,Adverse childhood experiences (ACE),cohort,-3.4561314698284304,6,0
14,Adverse childhood experiences (ACE),migrant,-3.5996304026463353,7,0
14,Adverse childhood experiences (ACE),disaster,-3.7251917933156804,8,0
14,Adverse childhood experiences (ACE),ptss,-3.7251917933156804,8,0
14,Adverse childhood experiences (ACE),fkbp,-3.8368158348056767,9,0
14,Adverse childhood experiences (ACE),romantic,-3.9372978585333405,10,0
14,Adverse childhood experiences (ACE),ptg,-3.9372978585333405,10,0
14,Adverse childhood experiences (ACE),breakup,-4.028668360827284,11,0
14,Adverse childhood experiences (ACE),hopelessness,-4.112448852898868,12,0
14,Adverse childhood experiences (ACE),sh,-4.328757837449372,15,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",pwh,3.353168845790485,0,17
15,"Hiv, Live Hiv, Adherence, Hiv Aid",pathway,3.23142590835364,0,15
15,"Hiv, Live Hiv, Adherence, Hiv Aid",contraceptive,3.092893635369946,0,13
15,"Hiv, Live Hiv, Adherence, Hiv Aid",phenotype,3.015741681671191,0,12
15,"Hiv, Live Hiv, Adherence, Hiv Aid",needle,2.9321691966101637,0,11
15,"Hiv, Live Hiv, Adherence, Hiv Aid",tic,2.9321691966101637,0,11
15,"Hiv, Live Hiv, Adherence, Hiv Aid",syringe,2.8410065787092007,0,10
15,"Hiv, Live Hiv, Adherence, Hiv Aid",zimbabwe,2.8410065787092007,0,10
15,"Hiv, Live Hiv, Adherence, Hiv Aid",victimisation,2.8410065787092007,0,10
15,"Hiv, Live Hiv, Adherence, Hiv Aid",preventive,2.8410065787092007,0,10
15,"Hiv, Live Hiv, Adherence, Hiv Aid",intrinsic,2.740732316869823,0,9
15,"Hiv, Live Hiv, Adherence, Hiv Aid",agency,2.740732316869823,0,9
15,"Hiv, Live Hiv, Adherence, Hiv Aid",suicide,2.740732316869823,0,9
15,"Hiv, Live Hiv, Adherence, Hiv Aid",mh,2.740732316869823,0,9
15,"Hiv, Live Hiv, Adherence, Hiv Aid",pepfar,2.740732316869823,0,9
15,"Hiv, Live Hiv, Adherence, Hiv Aid",affinity,-2.9151110337978974,7,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",bsmm,-2.9151110337978974,7,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",pre-exposure,-2.9151110337978974,7,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",daily,-2.9151110337978974,7,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",material,-3.0405084785336687,8,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",homeless,-3.0405084785336687,8,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",cp,-3.1519684703358495,9,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",rai,-3.1519684703358495,9,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",leader,-3.1519684703358495,9,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",hivst,-3.2522863405207225,10,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",pep,-3.343492585316034,11,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",phiv,-3.343492585316034,11,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",hiv-positive,-3.427108715832145,12,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",ipt,-3.764754386054327,17,0
15,"Hiv, Live Hiv, Adherence, Hiv Aid",aya,-3.82055908925343,18,0
16,"Drug, Opioid, Cannabis, Misuse",cud,3.5542226481329564,0,19
16,"Drug, Opioid, Cannabis, Misuse",methamphetamine,3.4455405148136586,0,17
16,"Drug, Opioid, Cannabis, Misuse",maternal,3.386465822752185,0,16
16,"Drug, Opioid, Cannabis, Misuse",problematic,3.3237113285653788,0,15
16,"Drug, Opioid, Cannabis, Misuse",stigma,3.256785871668634,0,14
16,"Drug, Opioid, Cannabis, Misuse",reactivity,3.1850928800701626,0,13
16,"Drug, Opioid, Cannabis, Misuse",latinx,3.1078978660738183,0,12
16,"Drug, Opioid, Cannabis, Misuse",subjective,2.933076697374493,0,10
16,"Drug, Opioid, Cannabis, Misuse",revictimization,2.832759430071998,0,9
16,"Drug, Opioid, Cannabis, Misuse",sdoh,2.832759430071998,0,9
16,"Drug, Opioid, Cannabis, Misuse",el,2.832759430071998,0,9
16,"Drug, Opioid, Cannabis, Misuse",iran,2.7213000408700125,0,8
16,"Drug, Opioid, Cannabis, Misuse",psychoactive,2.7213000408700125,0,8
16,"Drug, Opioid, Cannabis, Misuse",beta,2.7213000408700125,0,8
16,"Drug, Opioid, Cannabis, Misuse",contribute,2.7213000408700125,0,8
16,"Drug, Opioid, Cannabis, Misuse",homeless,-2.8236630748925817,7,0
16,"Drug, Opioid, Cannabis, Misuse",respondent,-2.8236630748925817,7,0
16,"Drug, Opioid, Cannabis, Misuse",category,-2.8236630748925817,7,0
16,"Drug, Opioid, Cannabis, Misuse",rural,-2.9490881350822393,8,0
16,"Drug, Opioid, Cannabis, Misuse",new,-2.9490881350822393,8,0
16,"Drug, Opioid, Cannabis, Misuse",pregnancy,-3.0605757560467266,9,0
16,"Drug, Opioid, Cannabis, Misuse",syndrome,-3.0605757560467266,9,0
16,"Drug, Opioid, Cannabis, Misuse",reflective,-3.0605757560467266,9,0
16,"Drug, Opioid, Cannabis, Misuse",trauma-focused,-3.0605757560467266,9,0
16,"Drug, Opioid, Cannabis, Misuse",coherence,-3.1609212691125457,10,0
16,"Drug, Opioid, Cannabis, Misuse",dual,-3.1609212691125457,10,0
16,"Drug, Opioid, Cannabis, Misuse",pregnant,-3.2521551705176766,11,0
16,"Drug, Opioid, Cannabis, Misuse",sense,-3.2521551705176766,11,0
16,"Drug, Opioid, Cannabis, Misuse",brief,-3.2521551705176766,11,0
16,"Drug, Opioid, Cannabis, Misuse",minority,-3.5516973394977853,15,0
18,Psychosis & psychotic-like experiences,sb,3.3326832242239206,0,18
18,Psychosis & psychotic-like experiences,causal,3.3326832242239206,0,18
18,Psychosis & psychotic-like experiences,predictor,3.016494757758778,0,13
18,Psychosis & psychotic-like experiences,highlight,3.016494757758778,0,13
18,Psychosis & psychotic-like experiences,narcissism,2.9393123797470233,0,12
18,Psychosis & psychotic-like experiences,prevention,2.855709482911517,0,11
18,Psychosis & psychotic-like experiences,cmt,2.855709482911517,0,11
18,Psychosis & psychotic-like experiences,premorbid,2.855709482911517,0,11
18,Psychosis & psychotic-like experiences,importance,2.7645164657668344,0,10
18,Psychosis & psychotic-like experiences,thalamic,2.7645164657668344,0,10
18,Psychosis & psychotic-like experiences,sf,2.7645164657668344,0,10
18,Psychosis & psychotic-like experiences,trauma-exposure,2.6642118172067386,0,9
18,Psychosis & psychotic-like experiences,caes,2.6642118172067386,0,9
18,Psychosis & psychotic-like experiences,thalamus,2.6642118172067386,0,9
18,Psychosis & psychotic-like experiences,record,2.6642118172067386,0,9
18,Psychosis & psychotic-like experiences,loss,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,fusion,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,response,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,cape,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,attribution,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,epicenter,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,homelessness,-2.848922758028878,6,0
18,Psychosis & psychotic-like experiences,reactivity,-2.992316856803617,7,0
18,Psychosis & psychotic-like experiences,schema,-2.992316856803617,7,0
18,Psychosis & psychotic-like experiences,cht,-3.117773340915491,8,0
18,Psychosis & psychotic-like experiences,homeless,-3.117773340915491,8,0
18,Psychosis & psychotic-like experiences,external,-3.117773340915491,8,0
18,Psychosis & psychotic-like experiences,self-disgust,-3.4209347529098917,11,0
18,Psychosis & psychotic-like experiences,inner,-3.5818648607784382,13,0
18,Psychosis & psychotic-like experiences,asd,-3.6536176831229676,14,0
20,"Church, Catholic, Clergy, Religious",sacred,2.740436898972864,0,12
20,"Church, Catholic, Clergy, Religious",leadership,2.740436898972864,0,12
20,"Church, Catholic, Clergy, Religious",homosexuality,2.565481555451746,0,10
20,"Church, Catholic, Clergy, Religious",perspective,2.46509725453389,0,9
20,"Church, Catholic, Clergy, Religious",project,2.46509725453389,0,9
20,"Church, Catholic, Clergy, Religious",leisure,2.46509725453389,0,9
20,"Church, Catholic, Clergy, Religious",sap,2.46509725453389,0,9
20,"Church, Catholic, Clergy, Religious",violence,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",religion-justified,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",survey,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",faith,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",ptsd,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",toward,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",report,2.3535708675416993,0,8
20,"Church, Catholic, Clergy, Religious",christ,2.228107063130227,0,7
20,"Church, Catholic, Clergy, Religious",emptythepews,-2.6812148710708694,4,0
20,"Church, Catholic, Clergy, Religious",evaluation,-2.824433664865569,15,1
20,"Church, Catholic, Clergy, Religious",marry,-2.8823724214598716,5,0
20,"Church, Catholic, Clergy, Religious",governance,-2.8823724214598716,5,0
20,"Church, Catholic, Clergy, Religious",fact,-2.8823724214598716,5,0
20,"Church, Catholic, Clergy, Religious",boundary,-2.8823724214598716,5,0
20,"Church, Catholic, Clergy, Religious",hashtag,-3.0499135981930676,6,0
20,"Church, Catholic, Clergy, Religious",rf,-3.1935017712780835,7,0
20,"Church, Catholic, Clergy, Religious",priesthood,-3.3191524812822166,8,0
20,"Church, Catholic, Clergy, Religious",rorschach,-3.430865921280162,9,0
20,"Church, Catholic, Clergy, Religious",metoo,-3.5314374227946113,10,0
20,"Church, Catholic, Clergy, Religious",mmpi,-3.5314374227946113,10,0
20,"Church, Catholic, Clergy, Religious",lay,-3.62289748226004,11,0
20,"Church, Catholic, Clergy, Religious",seminary,-3.856165372239891,14,0
20,"Church, Catholic, Clergy, Religious",applicant,-4.154879769430147,19,0
21,Borderline personality disorder,dbt,2.9807809702734627,0,15
21,Borderline personality disorder,improve,2.9807809702734627,0,15
21,Borderline personality disorder,resilience,2.7650447208173965,0,12
21,Borderline personality disorder,nss,2.7650447208173965,0,12
21,Borderline personality disorder,bd,2.7650447208173965,0,12
21,Borderline personality disorder,structural,2.681454908671264,0,11
21,Borderline personality disorder,differential,2.681454908671264,0,11
21,Borderline personality disorder,ace,2.681454908671264,0,11
21,Borderline personality disorder,eye,2.681454908671264,0,11
21,Borderline personality disorder,correlation,2.590274970598008,0,10
21,Borderline personality disorder,self-harming,2.590274970598008,0,10
21,Borderline personality disorder,ocpd,2.590274970598008,0,10
21,Borderline personality disorder,tdcs,2.489983395495009,0,9
21,Borderline personality disorder,nssi,2.489983395495009,0,9
21,Borderline personality disorder,orientation,2.489983395495009,0,9
21,Borderline personality disorder,interoception,-2.8558623792021702,5,0
21,Borderline personality disorder,sbd,-3.0232448710932465,6,0
21,Borderline personality disorder,discuss,-3.0232448710932465,6,0
21,Borderline personality disorder,oxtr,-3.0232448710932465,6,0
21,Borderline personality disorder,transmission,-3.0232448710932465,6,0
21,Borderline personality disorder,assault,-3.16667422984857,7,0
21,Borderline personality disorder,gene,-3.16667422984857,7,0
21,Borderline personality disorder,cd,-3.16667422984857,7,0
21,Borderline personality disorder,imagery,-3.16667422984857,7,0
21,Borderline personality disorder,rss,-3.16667422984857,7,0
21,Borderline personality disorder,genotype,-3.16667422984857,7,0
21,Borderline personality disorder,malevolence,-3.292165995874873,8,0
21,Borderline personality disorder,bpts,-3.4037203620860197,9,0
21,Borderline personality disorder,mother,-4.073162748506358,18,0
21,Borderline personality disorder,suicidal,-4.356045659459223,24,0
22,"Rape, Perpetrator, Assault, Myth",victim-survivors,2.9740883864369962,0,12
22,"Rape, Perpetrator, Assault, Myth",sextortion,2.6988476821710483,0,9
22,"Rape, Perpetrator, Assault, Myth",bias,2.6988476821710483,0,9
22,"Rape, Perpetrator, Assault, Myth",torture,2.6988476821710483,0,9
22,"Rape, Perpetrator, Assault, Myth",communication,2.5873542377394587,0,8
22,"Rape, Perpetrator, Assault, Myth",outrage,2.5873542377394587,0,8
22,"Rape, Perpetrator, Assault, Myth",severe,2.5873542377394587,0,8
22,"Rape, Perpetrator, Assault, Myth",qualitative,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",forensic,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",dynamic,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",instruction,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",australian,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",non-contact,2.461923357166718,0,7
22,"Rape, Perpetrator, Assault, Myth",reparation,2.318554847571556,0,6
22,"Rape, Perpetrator, Assault, Myth",fcsa,2.318554847571556,0,6
22,"Rape, Perpetrator, Assault, Myth",reliability,-2.8150049162697153,6,0
22,"Rape, Perpetrator, Assault, Myth",afghan,-2.8150049162697153,6,0
22,"Rape, Perpetrator, Assault, Myth",nonassault,-2.8150049162697153,6,0
22,"Rape, Perpetrator, Assault, Myth",domestic,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",ritual,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",organize,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",korean,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",victim-perpetrator,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",manslaughter,-2.958448930812864,7,0
22,"Rape, Perpetrator, Assault, Myth",victim-friendly,-3.0839553624760434,8,0
22,"Rape, Perpetrator, Assault, Myth",bacha,-3.0839553624760434,8,0
22,"Rape, Perpetrator, Assault, Myth",bazi,-3.0839553624760434,8,0
22,"Rape, Perpetrator, Assault, Myth",analyse,-3.0839553624760434,8,0
22,"Rape, Perpetrator, Assault, Myth",intrafamilial,-3.1955244041830486,9,0
22,"Rape, Perpetrator, Assault, Myth",darvo,-3.1955244041830486,9,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",ct,3.5083487901152237,0,50
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",network,2.858994865631205,0,26
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",ctq,2.648962864619519,0,21
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",beta,2.601146881030952,0,20
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",insomnia,2.4981169636973064,0,18
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",target,2.383330990391003,0,16
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",disease,2.3206228752416376,0,15
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",connectivity,2.3206228752416376,0,15
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",fc,2.1820971261510618,0,13
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",neuroticism,2.1820971261510618,0,13
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",putamen,2.1820971261510618,0,13
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",sle,2.1049484325467525,0,12
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",emerge,2.1049484325467525,0,12
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",phq,2.1049484325467525,0,12
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",development,2.1049484325467525,0,12
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",hm,-3.6845612827317726,6,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",decision-making,-3.6845612827317726,6,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",dm,-3.6845612827317726,6,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",helper,-3.6845612827317726,6,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",small,-3.6845612827317726,6,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",hnk,-3.828235849853473,7,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",mentalizing,-3.9539730456361024,8,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",circadian,-3.9539730456361024,8,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",glutamine,-4.065773063300889,9,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",vortioxetine,-4.065773063300889,9,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",mg,-4.166431234517368,10,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",cd,-4.257978055867175,11,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",glutamate,-4.257978055867175,11,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",cmt,-4.341935038815196,12,0
23,"Mdd, Major Depressive, Depressive Mdd, Gyrus",adherence,-4.491506786070575,14,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",invitation,3.5517483536110817,0,20
24,"Interviewer, Forensic Interview, Investigative, Forensic",expert,3.3336450221533553,0,16
24,"Interviewer, Forensic Interview, Investigative, Forensic",human,3.2708651271482445,0,15
24,"Interviewer, Forensic Interview, Investigative, Forensic",llm,3.13219591461246,0,13
24,"Interviewer, Forensic Interview, Investigative, Forensic",suspect,2.97133465957298,0,11
24,"Interviewer, Forensic Interview, Investigative, Forensic",implicit,2.779761086657678,0,9
24,"Interviewer, Forensic Interview, Investigative, Forensic",rat,2.6682763841884922,0,8
24,"Interviewer, Forensic Interview, Investigative, Forensic",program,2.6682763841884922,0,8
24,"Interviewer, Forensic Interview, Investigative, Forensic",effective,2.6682763841884922,0,8
24,"Interviewer, Forensic Interview, Investigative, Forensic",confidential,2.6682763841884922,0,8
24,"Interviewer, Forensic Interview, Investigative, Forensic",direct,2.6682763841884922,0,8
24,"Interviewer, Forensic Interview, Investigative, Forensic",reluctant,2.5428542409740373,0,7
24,"Interviewer, Forensic Interview, Investigative, Forensic",indigenous,2.5428542409740373,0,7
24,"Interviewer, Forensic Interview, Investigative, Forensic",less,2.5428542409740373,0,7
24,"Interviewer, Forensic Interview, Investigative, Forensic",canadian,2.5428542409740373,0,7
24,"Interviewer, Forensic Interview, Investigative, Forensic",death,-2.566430943735096,5,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",function,-2.566430943735096,5,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",ims,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",specialist,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",adaptive,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",indirect,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",old,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",autism,-2.7337910259526685,6,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",tendency,-2.877197960810914,7,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",recognition,-3.0026672887030132,8,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",denial,-3.0026672887030132,8,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",love,-3.114199202529261,9,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",clinician,-3.114199202529261,9,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",speech,-3.5385888556113887,14,0
24,"Interviewer, Forensic Interview, Investigative, Forensic",yes,-3.60558707270222,15,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",multisite,3.1460953863698204,0,21
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",ieq,3.0481162883431026,0,19
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",fm,2.8178609376587618,0,15
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",injustice,2.8178609376587618,0,15
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",hyperalgesia,2.7509994083187737,0,14
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",reactivity,2.6793703184430573,0,13
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",flare,2.6793703184430573,0,13
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",bisexual,2.6793703184430573,0,13
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",inequity,2.6793703184430573,0,13
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",cplbp,2.602239180351255,0,12
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",post-operative,2.602239180351255,0,12
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",peritraumatic,2.602239180351255,0,12
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",social,2.522291245135741,1,34
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",modulation,2.518687503384583,0,11
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",class,2.518687503384583,0,11
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",prenatal,-3.185517358419637,6,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",np,-3.185517358419637,6,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",removal,-3.185517358419637,6,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",act,-3.185517358419637,6,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",aud,-3.185517358419637,6,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",bone,-3.3289339582991193,7,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",vulvodynia,-3.3289339582991193,7,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",zip,-3.3289339582991193,7,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",broth,-3.3289339582991193,7,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",migraine,-3.3289339582991193,7,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",postoperative,-3.454412957225429,8,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",juvenile,-3.454412957225429,8,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",trigeminal,-3.565954548104475,9,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",chest,-3.565954548104475,9,0
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",bpd,-3.757641996046768,11,0
26,"Eat, Ed, Eating, Binge Eat",network,3.193446160213113,0,27
26,"Eat, Ed, Eating, Binge Eat",trajectory,2.847973759639337,0,19
26,"Eat, Ed, Eating, Binge Eat",loss,2.7393354112675405,0,17
26,"Eat, Ed, Eating, Binge Eat",cognition,2.7393354112675405,0,17
26,"Eat, Ed, Eating, Binge Eat",reflective,2.6175499708793337,0,15
26,"Eat, Ed, Eating, Binge Eat",beta,2.478975229209122,0,13
26,"Eat, Ed, Eating, Binge Eat",dissatisfaction,2.478975229209122,0,13
26,"Eat, Ed, Eating, Binge Eat",comorbid,2.4018020540034666,0,12
26,"Eat, Ed, Eating, Binge Eat",young,2.4018020540034666,0,12
26,"Eat, Ed, Eating, Binge Eat",screen,2.4018020540034666,0,12
26,"Eat, Ed, Eating, Binge Eat",deficit,2.4018020540034666,0,12
26,"Eat, Ed, Eating, Binge Eat",postpartum,2.318208355986209,0,11
26,"Eat, Ed, Eating, Binge Eat",shape,2.2270245336745136,0,10
26,"Eat, Ed, Eating, Binge Eat",cte,2.2270245336745136,0,10
26,"Eat, Ed, Eating, Binge Eat",cumulative,2.2270245336745136,0,10
26,"Eat, Ed, Eating, Binge Eat",resumption,-3.2199149959342064,5,0
26,"Eat, Ed, Eating, Binge Eat",subcategories,-3.2199149959342064,5,0
26,"Eat, Ed, Eating, Binge Eat",alpha-amylase,-3.2199149959342064,5,0
26,"Eat, Ed, Eating, Binge Eat",psychopathological,-3.2199149959342064,5,0
26,"Eat, Ed, Eating, Binge Eat",menses,-3.2199149959342064,5,0
26,"Eat, Ed, Eating, Binge Eat",attachment,-3.3403909330850805,18,1
26,"Eat, Ed, Eating, Binge Eat",orientation,-3.3874505442561675,6,0
26,"Eat, Ed, Eating, Binge Eat",covid,-3.3874505442561675,6,0
26,"Eat, Ed, Eating, Binge Eat",hormone,-3.3874505442561675,6,0
26,"Eat, Ed, Eating, Binge Eat",disorganize,-3.531033083474556,7,0
26,"Eat, Ed, Eating, Binge Eat",lockdown,-3.531033083474556,7,0
26,"Eat, Ed, Eating, Binge Eat",cell,-3.656678154148733,8,0
26,"Eat, Ed, Eating, Binge Eat",rom,-3.960406204277133,11,0
26,"Eat, Ed, Eating, Binge Eat",therapist,-3.960406204277133,11,0
26,"Eat, Ed, Eating, Binge Eat",sgms,-4.044270671748018,12,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",resilience,3.419326685754984,0,27
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",ace,3.2610426536805477,0,23
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",rumination,2.964597699678553,0,17
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",dream,2.7039910638538824,0,13
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",perceive,2.6267563500285798,0,12
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",cluster,2.543101143276605,0,11
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",insufficient,2.543101143276605,0,11
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",postpartum,2.543101143276605,0,11
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",infant,2.4518558420932433,0,10
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",satisfaction,2.4518558420932433,0,10
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",apathy,2.4518558420932433,0,10
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",severity,2.3514989353529865,0,9
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",fnd,2.3514989353529865,0,9
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",pregnant,2.3514989353529865,0,9
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",deprivation,2.3514989353529865,0,9
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",ipv,-3.163319582438171,6,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",wisd,-3.163319582438171,6,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",covid,-3.163319582438171,6,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",few,-3.163319582438171,6,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",sic,-3.3069167040046628,7,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",rho,-3.3069167040046628,7,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",aor,-3.3069167040046628,7,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",gun,-3.3069167040046628,7,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",pandemic,-3.4325763712985617,8,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",nurse,-3.4325763712985617,8,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",bruxism,-3.4325763712985617,8,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",type,-3.544298777407577,9,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",fantasy,-3.644879253867435,10,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",eat,-3.7363482971256756,11,0
27,"Sleep, Sleep Quality, Sleep Disturbance, Disturbance",partner,-3.897686219738847,13,0
