topic,display_name,share_P1,share_P4,absolute_change_P1_to_P4,relative_change_P1_to_P4,count_P1,count_P4,z_stat_P1_vs_P4,p_value_P1_vs_P4,kendall_tau,kendall_p,mk_trend,theil_sen_slope_per_year,share_P1_pre_pandemic,share_P2_pandemic_transition,share_P3_post_pandemic,share_P4_recent,p_adj_P1_vs_P4,prevalence_class
55,"Psychotherapy, Chronic Depression, Antidepressant, Major Depression",0.008961518186610437,0.008869179600886918,-9.233858572351913e-05,-0.010303899830442106,17,28,0.033836857388923745,0.973007244817208,0.04761904761904762,1.0,stable,0.00015208578332861973,0.008961518186610437,0.00686641697877653,0.008509755085097551,0.008869179600886918,0.9937095266218294,stable
14,Adverse childhood experiences (ACE),0.012124406958355299,0.017104846373139058,0.004980439414783759,0.41077798129759957,23,54,-1.3996745102704973,0.16161081018149792,0.04761904761904762,1.0,stable,0.00010577703077309143,0.012124406958355299,0.01643778610070745,0.012868410128684102,0.017104846373139058,0.5278615340284502,stable
25,"Pain, Chronic Pain, Pelvic, Pelvic Pain",0.013705851344227728,0.013303769401330377,-0.0004020819428973508,-0.029336517141395173,26,42,0.12013582954283035,0.9043755500478798,0.04761904761904762,1.0,stable,0.00016312049507070242,0.013705851344227728,0.011235955056179775,0.01266085512660855,0.013303769401330377,0.9749679220952436,stable
45,Adverse childhood experiences (ACE),0.010015814443858724,0.009502692429521698,-0.0005131220143370259,-0.05123118216828096,19,30,0.1802640572984345,0.8569452715211181,-0.04761904761904762,1.0,stable,-8.660577291906419e-05,0.010015814443858724,0.00749063670411985,0.008509755085097551,0.009502692429521698,0.959431004757696,stable
3,"Csa, Csa Survivor, Experience Csa, Survivor Csa",0.021085925144965736,0.021539436173582515,0.0004535110286167793,0.021507760532150758,40,68,-0.1079536906387616,0.914032426964291,-0.04761904761904762,1.0,stable,-2.9068373609512922e-05,0.021085925144965736,0.025384935497295046,0.024283935242839352,0.021539436173582515,0.9749679220952436,stable
35,"Disability, Intellectual, Intellectual Disability, Id",0.008434370057986295,0.008235666772252138,-0.00019870328573415655,-0.023558758314855936,16,26,0.07534656318352242,0.9399389746823861,-0.04761904761904762,1.0,stable,-5.4240985807441425e-05,0.008434370057986295,0.010403662089055347,0.010792860107928601,0.008235666772252138,0.9760496749366322,stable
59,"Intimate, Intimate Partner, Partner Violence, Coercive",0.0063257775434897206,0.004751346214760849,-0.0015744313287288716,-0.24889135254988912,12,15,0.7434914411945286,0.4571842013730727,-0.04761904761904762,1.0,stable,-0.00011032558214996967,0.0063257775434897206,0.008739076154806492,0.009547530095475302,0.004751346214760849,0.7438929378273725,stable
7,COVID-19 pandemic impact,0.008961518186610437,0.010769718086791258,0.0018081999001808204,0.20177383592017745,17,34,-0.6227800279164273,0.5334290845376422,-0.04761904761904762,1.0,stable,-0.0008209615251286833,0.008961518186610437,0.022888056595921764,0.02262349522623495,0.010769718086791258,0.800260014569074,stable
101,"Divorce, Alienation, Parental Education, Parental Divorce",0.0036900369003690036,0.005384859043395629,0.0016948221430266252,0.45929680076021545,7,17,-0.8486392051144042,0.3960820845508177,-0.04761904761904762,1.0,stable,-1.7062517062516915e-05,0.0036900369003690036,0.005409904286308781,0.0035284350352843504,0.005384859043395629,0.7174317003184623,stable
54,"Veteran, Military, Combat, Military Veteran",0.006852925672113864,0.005701615457713019,-0.0011513102144008452,-0.1680027289783387,13,18,0.5075963574649509,0.6117364456553667,-0.04761904761904762,1.0,stable,-0.0002606466490040233,0.006852925672113864,0.011027881814398668,0.0072644250726442506,0.005701615457713019,0.800470203070064,stable
